order_id,order_arrival,process_start_time,order_complete_time,station_id
-34,0,1,102,picker-3
-48,0,1,135,picker-3
-37,0,1,178,picker-2
-43,0,1,223,picker-2
-36,0,1,251,picker-2
-42,0,1,301,picker-2
-27,0,1,324,picker-2
-50,0,1,337,picker-1
-49,0,1,434,picker-3
-47,0,1,435,picker-1
-23,0,1,522,picker-3
-45,0,1,535,picker-1
-2,0,1,547,picker-2
-20,0,1,576,picker-1
-40,0,179,580,picker-2
-44,0,103,583,picker-3
-17,0,1,662,picker-3
-12,0,1,666,picker-1
-32,0,325,692,picker-2
-30,0,435,693,picker-3
-28,0,523,713,picker-3
-25,0,548,791,picker-2
-29,0,436,806,picker-1
-21,0,584,880,picker-3
-24,0,577,917,picker-1
-22,0,581,923,picker-2
-19,0,663,965,picker-3
-39,0,224,968,picker-2
-33,0,302,991,picker-2
-15,0,694,1075,picker-3
-14,0,714,1096,picker-3
-13,0,792,1115,picker-2
-11,0,807,1178,picker-1
-10,0,881,1213,picker-3
