robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-1,taking_pod,"(10,14)",24.749999999999943,25.349999999999937,15-12,0.0006693749999999998,0
robot-11,delivering_pod,"(4,15)",80.85000000000021,84.90000000000036,15-15,0.00580125,1
robot-3,delivering_pod,"(4,15)",96.6000000000008,100.65000000000096,15-15,0.00580125,1
robot-1,taking_pod,"(24,19)",125.25000000000189,125.85000000000191,15-12,0.0006693749999999998,1
robot-11,returning_pod,"(30,16)",123.45000000000182,127.50000000000198,15-12,0.00580125,1
robot-4,returning_pod,"(26,10)",140.70000000000246,144.75000000000261,15-12,0.00580125,1
robot-10,taking_pod,"(10,14)",157.3500000000031,158.10000000000312,15-12,0.0008924999999999998,0
robot-6,delivering_pod,"(4,21)",151.80000000000288,158.40000000000313,15-15,0.001381875,0
robot-1,delivering_pod,"(4,9)",166.65000000000344,170.7000000000036,15-15,0.00580125,2
robot-9,delivering_pod,"(4,21)",168.75000000000352,172.80000000000368,15-15,0.005261249999999999,1
robot-15,delivering_pod,"(4,9)",166.50000000000344,175.35000000000377,15-12,0.003962499999999999,0
robot-11,delivering_pod,"(4,15)",177.60000000000386,185.10000000000414,15-15,0.002188125,2
robot-13,delivering_pod,"(4,9)",181.95000000000402,186.9000000000042,15-15,0.0028312499999999987,2
robot-4,delivering_pod,"(4,15)",180.90000000000398,188.8500000000043,15-15,0.003963749999999997,1
robot-13,delivering_pod,"(4,9)",186.9000000000042,188.8500000000043,15-12,0.0026774999999999993,1
robot-7,delivering_pod,"(4,21)",181.500000000004,190.65000000000435,15-15,0.005254374999999998,1
robot-8,delivering_pod,"(4,21)",203.55000000000484,207.600000000005,15-15,0.00580125,1
robot-6,returning_pod,"(16,16)",213.75000000000523,217.9500000000054,15-15,0.00130125,1
robot-11,taking_pod,"(14,1)",263.5500000000057,271.05000000000456,15-15,0.0021393750000000002,0
robot-11,taking_pod,"(14,1)",275.70000000000385,276.45000000000374,15-12,0.0008924999999999998,0
robot-4,returning_pod,"(19,14)",287.4000000000021,291.45000000000147,15-12,0.00580125,1
robot-10,taking_pod,"(30,7)",287.2500000000021,295.8000000000008,15-12,0.0020850000000000005,0
robot-8,delivering_pod,"(4,15)",298.95000000000033,302.9999999999997,15-15,0.00580125,1
robot-4,returning_pod,"(19,14)",303.44999999999965,307.649999999999,15-15,0.00130125,1
robot-18,returning_pod,"(26,11)",309.89999999999867,313.94999999999806,15-12,0.00580125,1
robot-15,returning_pod,"(11,11)",316.9499999999976,321.14999999999696,15-12,0.00130125,1
robot-19,taking_pod,"(10,20)",342.44999999999374,343.1999999999936,15-12,0.0008924999999999998,0
robot-4,delivering_pod,"(4,21)",340.649999999994,344.6999999999934,15-15,0.00580125,1
robot-18,delivering_pod,"(4,21)",363.44999999999055,367.34999999998996,15-15,0.005578125,1
robot-9,returning_pod,"(25,8)",460.9499999999758,464.99999999997516,15-12,0.00580125,1
robot-7,returning_pod,"(35,10)",480.29999999997284,484.3499999999722,15-12,0.00580125,1
robot-6,delivering_pod,"(4,21)",480.89999999997275,484.94999999997214,15-15,0.0057375,1
robot-18,returning_pod,"(30,13)",487.0499999999718,490.9499999999712,15-12,0.005578125,1
robot-15,delivering_pod,"(4,21)",541.1999999999637,550.0499999999623,15-12,0.003962499999999999,1
robot-6,returning_pod,"(20,11)",548.3999999999626,552.299999999962,15-12,0.005488125,1
robot-13,delivering_pod,"(4,15)",567.2999999999597,573.8999999999587,15-15,0.001381875,0
robot-13,returning_pod,"(16,16)",629.3999999999503,633.5999999999497,15-15,0.00130125,1
robot-15,returning_pod,"(11,11)",668.2499999999444,672.2999999999438,15-12,0.001233125,1
robot-9,returning_pod,"(25,13)",687.5999999999415,691.4999999999409,15-12,0.005578125,1
robot-15,delivering_pod,"(4,21)",695.8499999999402,703.949999999939,15-12,0.002975624999999998,0
robot-7,returning_pod,"(37,8)",706.9499999999385,710.849999999938,15-12,0.005578125,1
robot-15,returning_pod,"(12,11)",771.1499999999288,775.9499999999281,15-12,0.00202375,1
robot-4,returning_pod,"(38,13)",790.6499999999259,794.5499999999253,15-12,0.005578125,1
robot-19,delivering_pod,"(4,21)",810.5999999999228,815.3999999999221,15-15,0.0020725,1
robot-18,delivering_pod,"(4,21)",817.7999999999217,821.6999999999211,15-15,0.005578125,1
robot-6,delivering_pod,"(4,21)",822.299999999921,826.1999999999205,15-15,0.005578125,1
robot-18,returning_pod,"(30,16)",910.6499999999077,914.5499999999071,15-12,0.005578125,1
robot-9,returning_pod,"(24,11)",987.899999999896,991.7999999998954,15-12,0.005578125,1
