order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,1,153,picker-1
-49,0,1,235,picker-1
-48,0,1,276,picker-1
-44,0,1,294,picker-2
-47,0,1,307,picker-1
-43,0,1,316,picker-2
-46,0,1,317,picker-1
-45,0,1,327,picker-1
-42,0,1,385,picker-2
-41,0,1,417,picker-2
-40,0,1,425,picker-2
-39,0,1,438,picker-2
-37,0,1,473,picker-3
-35,0,1,481,picker-3
-38,0,1,497,picker-3
-36,0,1,505,picker-3
-32,0,154,518,picker-1
-33,0,1,550,picker-3
-31,0,236,558,picker-1
-34,0,1,561,picker-3
-30,0,277,595,picker-1
-29,0,295,609,picker-2
-28,0,308,647,picker-1
-27,0,317,676,picker-2
-26,0,318,692,picker-1
-24,0,386,736,picker-2
-25,0,328,775,picker-1
-23,0,418,776,picker-2
-22,0,426,817,picker-2
-21,0,439,833,picker-2
-20,0,474,854,picker-3
-17,0,506,870,picker-3
-16,0,519,917,picker-1
-19,0,482,919,picker-3
-18,0,498,927,picker-3
-15,0,551,950,picker-3
-14,0,559,958,picker-1
-13,0,562,960,picker-3
-12,0,596,1008,picker-1
-11,0,610,1032,picker-2
-10,0,648,1069,picker-1
-9,0,677,1098,picker-2
-8,0,693,1125,picker-1
-6,0,776,1133,picker-1
-7,0,737,1134,picker-2
-5,0,777,1155,picker-2
-4,0,818,1163,picker-2
-3,0,834,1182,picker-2
-1,0,871,1200,picker-3
0,360,918,1219,picker-1
-2,0,855,1224,picker-3
1,360,920,1263,picker-3
2,360,928,1314,picker-3
4,480,959,1326,picker-1
3,360,951,1335,picker-3
6,540,1009,1354,picker-1
5,540,961,1362,picker-3
7,600,1033,1384,picker-2
10,660,1126,1487,picker-1
8,600,1070,1503,picker-1
9,600,1099,1514,picker-2
11,660,1134,1550,picker-1
12,780,1135,1557,picker-2
13,900,1156,1573,picker-2
18,1020,1225,1613,picker-3
14,960,1164,1619,picker-2
15,960,1183,1627,picker-2
16,960,1201,1629,picker-3
17,960,1220,1637,picker-1
19,1020,1264,1702,picker-3
20,1140,1315,1712,picker-3
21,1140,1327,1726,picker-1
