order_id,order_arrival,process_start_time,order_complete_time,station_id
-37,0,1,61,picker-1
-48,0,1,111,picker-2
-34,0,1,111,picker-2
-42,0,1,119,picker-1
-35,0,1,137,picker-2
-36,0,1,153,picker-1
-23,0,1,157,picker-2
-31,0,1,176,picker-3
-27,0,1,187,picker-1
-17,0,1,198,picker-2
-50,0,1,216,picker-1
-46,0,1,256,picker-3
-44,0,1,256,picker-3
-21,0,1,256,picker-3
-43,0,1,301,picker-3
-49,0,1,311,picker-2
-18,0,1,323,picker-3
-41,0,112,331,picker-2
-2,0,1,349,picker-1
-45,0,112,351,picker-2
-39,0,138,391,picker-2
-47,0,62,394,picker-1
-32,0,177,394,picker-3
-40,0,120,416,picker-1
-38,0,154,438,picker-1
-30,0,188,461,picker-1
-26,0,257,461,picker-3
-28,0,217,483,picker-1
-25,0,257,501,picker-3
-29,0,199,509,picker-2
-15,0,350,606,picker-1
-24,0,257,608,picker-3
-14,0,352,619,picker-2
-19,0,324,653,picker-3
-12,0,395,685,picker-1
-22,0,302,697,picker-3
-13,0,392,705,picker-2
-16,0,332,705,picker-2
-10,0,417,729,picker-1
-33,0,158,740,picker-2
-11,0,395,831,picker-3
-20,0,312,845,picker-2
-4,0,510,865,picker-2
-9,0,439,867,picker-1
-7,0,462,876,picker-3
-8,0,462,911,picker-1
-5,0,502,920,picker-3
-6,0,484,933,picker-1
-1,0,609,965,picker-3
1,360,654,1051,picker-3
2,480,686,1119,picker-1
3,540,698,1184,picker-3
0,360,620,1207,picker-2
-3,0,607,1231,picker-1
6,660,730,1271,picker-1
5,600,706,1274,picker-2
4,540,706,1341,picker-2
12,780,877,1383,picker-3
7,660,741,1385,picker-2
11,780,868,1387,picker-1
15,840,934,1407,picker-1
16,1020,1020,1426,picker-3
14,780,921,1446,picker-3
13,780,912,1447,picker-1
9,720,846,1452,picker-2
10,720,866,1474,picker-2
18,1080,1120,1490,picker-1
20,1080,1208,1544,picker-2
21,1080,1232,1553,picker-1
17,1080,1080,1570,picker-3
23,1140,1275,1595,picker-2
22,1140,1272,1598,picker-1
24,1200,1342,1630,picker-2
26,1260,1386,1654,picker-2
19,1080,1185,1703,picker-3
27,1260,1388,1721,picker-1
8,660,832,1726,picker-3
25,1200,1384,1815,picker-3
32,1500,1500,1873,picker-1
31,1500,1500,1895,picker-1
34,1560,1560,1902,picker-2
30,1440,1447,1904,picker-3
33,1560,1560,1962,picker-1
29,1380,1427,1971,picker-3
35,1620,1620,1982,picker-2
37,1680,1680,2022,picker-2
38,1680,1680,2039,picker-3
28,1320,1408,2073,picker-1
41,1920,1920,2140,picker-1
40,1860,1860,2173,picker-3
44,2160,2160,2208,picker-3
42,2100,2100,2229,picker-1
36,1680,1680,2257,picker-1
39,1740,1740,2257,picker-1
43,2160,2160,2280,picker-1
45,2220,2220,2288,picker-2
47,2340,2340,2383,picker-1
46,2280,2280,2410,picker-3
49,2400,2400,2443,picker-1
51,2460,2460,2523,picker-1
48,2400,2400,2532,picker-3
50,2460,2460,2543,picker-1
56,2580,2580,2711,picker-2
52,2520,2520,2727,picker-1
53,2520,2520,2750,picker-1
55,2580,2580,2839,picker-1
54,2580,2580,2883,picker-1
59,2640,2640,2892,picker-3
58,2640,2640,2995,picker-1
62,2640,2640,2997,picker-2
64,2700,2700,3017,picker-2
65,2700,2700,3037,picker-2
63,2700,2700,3054,picker-3
61,2640,2640,3062,picker-1
68,2820,2820,3152,picker-2
67,2820,2820,3176,picker-1
66,2760,2760,3187,picker-3
60,2640,2640,3207,picker-2
69,2820,2820,3243,picker-1
71,2880,2880,3265,picker-1
70,2820,2820,3321,picker-3
75,3060,3060,3357,picker-1
77,3120,3120,3364,picker-2
57,2580,2580,3410,picker-3
76,3060,3060,3454,picker-2
74,2940,2940,3579,picker-2
80,3300,3300,3626,picker-1
72,2880,2880,3673,picker-3
81,3300,3300,3693,picker-1
85,3420,3420,3707,picker-2
83,3360,3360,3729,picker-2
82,3300,3300,3738,picker-1
95,3480,3480,3774,picker-2
84,3360,3360,3782,picker-1
96,3480,3480,3819,picker-2
97,3480,3480,3867,picker-3
79,3240,3240,3934,picker-3
98,3540,3580,3957,picker-2
89,3540,3540,4023,picker-3
99,3540,3627,4035,picker-1
88,3540,3540,4045,picker-3
91,3600,3694,4148,picker-1
92,3660,3739,4222,picker-1
