order_id,order_arrival,process_start_time,order_complete_time,station_id
-45,0,1,62,picker-1
-37,0,1,126,picker-1
-47,0,1,146,picker-3
-50,0,1,159,picker-1
-26,0,1,172,picker-3
-44,0,1,186,picker-2
-13,0,1,193,picker-3
-27,0,1,193,picker-1
-11,0,1,213,picker-3
-21,0,1,214,picker-2
-36,0,1,221,picker-1
-9,0,1,273,picker-3
-46,0,1,277,picker-2
-17,0,1,277,picker-2
-2,0,1,311,picker-1
-43,0,1,321,picker-2
-48,0,63,337,picker-1
-18,0,1,344,picker-2
-49,0,1,378,picker-3
-42,0,127,382,picker-1
-38,0,187,393,picker-2
-41,0,147,400,picker-3
-40,0,160,404,picker-1
-35,0,194,426,picker-1
-39,0,173,445,picker-3
-32,0,215,446,picker-2
-34,0,194,467,picker-3
-31,0,222,488,picker-1
-33,0,214,489,picker-3
-28,0,278,506,picker-2
-30,0,274,512,picker-3
-29,0,278,527,picker-2
-25,0,312,548,picker-1
-24,0,322,571,picker-2
-23,0,338,609,picker-1
-19,0,383,629,picker-1
-20,0,379,633,picker-3
-12,0,427,669,picker-1
-15,0,401,674,picker-3
-14,0,405,694,picker-1
-22,0,345,705,picker-2
-10,0,446,737,picker-3
-6,0,489,749,picker-1
-16,0,394,750,picker-2
-7,0,468,757,picker-3
-8,0,447,794,picker-2
-5,0,490,797,picker-3
-4,0,507,839,picker-2
-3,0,513,877,picker-3
-1,0,528,883,picker-2
1,360,572,928,picker-2
6,660,675,1144,picker-3
2,480,610,1265,picker-1
3,540,630,1309,picker-1
8,660,706,1309,picker-2
9,720,738,1323,picker-3
5,600,670,1332,picker-1
12,780,780,1356,picker-2
4,540,634,1363,picker-3
11,780,780,1383,picker-3
13,780,795,1396,picker-2
14,780,798,1404,picker-3
15,840,840,1416,picker-2
7,660,695,1420,picker-1
10,720,750,1443,picker-1
16,1020,1020,1444,picker-3
0,360,549,1465,picker-1
17,1080,1080,1524,picker-2
18,1080,1080,1546,picker-2
24,1200,1333,1585,picker-1
20,1080,1266,1605,picker-1
19,1080,1145,1610,picker-3
22,1140,1310,1613,picker-2
21,1080,1310,1625,picker-1
23,1140,1324,1655,picker-3
26,1260,1364,1677,picker-3
25,1200,1357,1680,picker-2
28,1320,1397,1724,picker-2
30,1440,1440,1753,picker-1
27,1260,1384,1766,picker-3
33,1560,1560,1843,picker-2
32,1500,1500,1863,picker-1
31,1500,1500,1886,picker-1
29,1380,1405,1900,picker-3
34,1560,1560,1922,picker-3
36,1680,1680,1953,picker-1
38,1680,1680,1974,picker-2
37,1680,1680,1997,picker-1
35,1620,1620,2012,picker-3
39,1740,1740,2064,picker-1
40,1860,1860,2075,picker-2
41,1920,1920,2086,picker-1
42,2100,2100,2168,picker-1
43,2160,2160,2215,picker-1
44,2160,2160,2235,picker-1
45,2220,2220,2287,picker-2
46,2280,2280,2381,picker-1
47,2340,2340,2401,picker-1
49,2400,2400,2494,picker-1
48,2400,2400,2514,picker-1
50,2460,2460,2534,picker-1
51,2460,2460,2574,picker-1
53,2520,2520,2656,picker-1
52,2520,2520,2684,picker-2
54,2580,2580,2767,picker-1
55,2580,2580,2790,picker-1
57,2580,2580,2848,picker-3
59,2640,2640,2858,picker-2
56,2580,2580,2879,picker-1
61,2640,2640,2990,picker-3
58,2640,2640,2990,picker-1
62,2640,2640,3013,picker-1
60,2640,2640,3019,picker-2
64,2700,2700,3064,picker-2
63,2700,2700,3079,picker-1
65,2700,2700,3131,picker-2
68,2820,2820,3177,picker-3
67,2820,2820,3191,picker-1
66,2760,2760,3198,picker-2
69,2820,2820,3258,picker-1
71,2880,2880,3286,picker-1
70,2820,2820,3331,picker-2
72,2880,2880,3341,picker-3
75,3060,3060,3356,picker-1
76,3060,3060,3376,picker-1
73,2940,2940,3376,picker-2
77,3120,3120,3396,picker-1
74,2940,2940,3408,picker-3
79,3240,3240,3480,picker-2
78,3240,3240,3516,picker-1
82,3300,3300,3607,picker-1
80,3300,3300,3612,picker-2
81,3300,3300,3614,picker-3
95,3480,3480,3712,picker-2
83,3360,3360,3728,picker-1
86,3480,3480,3753,picker-2
84,3360,3360,3773,picker-1
96,3480,3480,3775,picker-2
85,3420,3420,3795,picker-1
97,3480,3480,3823,picker-3
98,3540,3540,3876,picker-2
89,3540,3540,3898,picker-2
88,3540,3540,3906,picker-1
87,3540,3540,3951,picker-1
99,3540,3540,3987,picker-3
