source_campaign_id,source_manifest,source_condition_key,run_id,policy_configuration,robot_count,order_rate,replication,seed,stage_first_requested,execution_priority,assigned_machine_id,assigned_worker_slot_projection,estimated_duration_seconds,estimate_source,projected_slot_finish_seconds,destination_runtime_root,allocation_patch_id
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=20|order_rate=600|rep=4,all_off__r20__arr600__rep004__0ebd345372d6,all_off,20,600,4,45,4,2,alisha_pc,7,13574.683811816669,machine_policy_observed,101799.10369651666,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r20__arr600__rep004__0ebd345372d6,allocation_patch_0003_0261d018fdb1
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=25|order_rate=400|rep=4,all_off__r25__arr400__rep004__3787d213c818,all_off,25,400,4,45,4,2,alisha_pc,7,13574.683811816669,machine_policy_observed,115373.78750833332,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r25__arr400__rep004__3787d213c818,allocation_patch_0003_0261d018fdb1
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=30|order_rate=400|rep=2,all_off__r30__arr400__rep002__c596929f7fcf,all_off,30,400,2,43,4,2,alisha_pc,7,13574.683811816669,machine_policy_observed,128948.47132014998,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r30__arr400__rep002__c596929f7fcf,allocation_patch_0003_0261d018fdb1
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=30|order_rate=600|rep=2,all_off__r30__arr600__rep002__3097d8eb7df8,all_off,30,600,2,43,4,2,alisha_pc,0,13574.683811816669,machine_policy_observed,124409.92811124999,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r30__arr600__rep002__3097d8eb7df8,allocation_patch_0003_0261d018fdb1
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=30|order_rate=600|rep=3,all_off__r30__arr600__rep003__7c6d0b772906,all_off,30,600,3,44,4,2,alisha_pc,1,13574.683811816669,machine_policy_observed,124409.92811124999,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r30__arr600__rep003__7c6d0b772906,allocation_patch_0003_0261d018fdb1
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=30|order_rate=600|rep=4,all_off__r30__arr600__rep004__06d2d2c6a2ed,all_off,30,600,4,45,4,2,alisha_pc,2,13574.683811816669,machine_policy_observed,124409.92811124999,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r30__arr600__rep004__06d2d2c6a2ed,allocation_patch_0003_0261d018fdb1
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=30|order_rate=600|rep=5,all_off__r30__arr600__rep005__74481f0db6b6,all_off,30,600,5,46,4,2,alisha_pc,3,13574.683811816669,machine_policy_observed,124409.92811124999,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r30__arr600__rep005__74481f0db6b6,allocation_patch_0003_0261d018fdb1
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=30|order_rate=600|rep=6,all_off__r30__arr600__rep006__6f98a3ae4152,all_off,30,600,6,47,4,2,alisha_pc,4,13574.683811816669,machine_policy_observed,124409.92811124999,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r30__arr600__rep006__6f98a3ae4152,allocation_patch_0003_0261d018fdb1
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=30|order_rate=600|rep=7,all_off__r30__arr600__rep007__274099dd0de0,all_off,30,600,7,48,4,2,alisha_pc,5,13574.683811816669,machine_policy_observed,124409.92811124999,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r30__arr600__rep007__274099dd0de0,allocation_patch_0003_0261d018fdb1
sensitivity_full_kpi_v2_217d072b72e4,data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/manifest.json,all_off|robots=30|order_rate=600|rep=8,all_off__r30__arr600__rep008__acdd7d8116d1,all_off,30,600,8,49,4,2,alisha_pc,6,13574.683811816669,machine_policy_observed,124409.92811124999,/home/dewan/Project Ta/Fresh Start Structure V1/Rika's Version/data/runtime/distributed_sensitivity/sensitivity_full_kpi_v2_217d072b72e4/alisha_pc/runs/all_off__r30__arr600__rep008__acdd7d8116d1,allocation_patch_0003_0261d018fdb1
