robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-14,taking_pod,"(13,13)",5.100000000000001,5.850000000000003,15-12,0.0006749999999999999,0
robot-6,taking_pod,"(20,1)",11.700000000000017,12.300000000000018,15-15,0.0006693749999999998,0
robot-14,delivering_pod,"(4,21)",11.700000000000017,19.199999999999996,15-12,0.002188125,0
robot-8,taking_pod,"(37,10)",28.049999999999912,31.949999999999875,15-12,0.005578125,1
robot-13,delivering_pod,"(4,21)",60.5999999999996,64.6499999999996,15-15,0.0057375,1
robot-14,returning_pod,"(13,13)",92.25000000000064,97.80000000000085,15-12,0.003065624999999999,1
robot-14,taking_pod,"(30,5)",103.80000000000108,110.40000000000133,15-12,0.001381875,1
robot-18,returning_pod,"(26,10)",106.05000000000116,112.2000000000014,15-12,0.005795624999999998,1
robot-8,returning_pod,"(37,10)",127.80000000000199,131.85000000000213,15-12,0.00580125,1
robot-14,delivering_pod,"(4,15)",164.85000000000338,168.75000000000352,15-15,0.005578125,1
robot-2,delivering_pod,"(4,9)",306.2999999999992,310.3499999999986,15-15,0.00580125,1
robot-12,returning_pod,"(24,13)",393.89999999998594,397.9499999999853,15-12,0.00580125,1
