order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,1,62,picker-1
-48,0,1,78,picker-2
-45,0,1,88,picker-1
-15,0,1,88,picker-1
-35,0,1,110,picker-2
-42,0,1,128,picker-1
-41,0,1,154,picker-1
-40,0,1,154,picker-1
-34,0,1,155,picker-2
-23,0,1,183,picker-2
-31,0,1,184,picker-3
-44,0,1,236,picker-3
-22,0,1,262,picker-2
-46,0,1,264,picker-3
-21,0,1,264,picker-3
-43,0,1,309,picker-3
-18,0,1,353,picker-3
-49,0,63,357,picker-1
-2,0,1,395,picker-2
-39,0,89,397,picker-1
-38,0,89,426,picker-1
-47,0,79,440,picker-2
-33,0,155,449,picker-1
-37,0,111,462,picker-2
-32,0,155,471,picker-1
-30,0,156,485,picker-2
-27,0,237,490,picker-3
-36,0,129,493,picker-1
-28,0,185,510,picker-3
-25,0,265,551,picker-3
-29,0,184,574,picker-2
-24,0,265,614,picker-3
-20,0,310,637,picker-3
-26,0,263,640,picker-2
-19,0,354,659,picker-3
-17,0,358,671,picker-1
-12,0,441,689,picker-2
-14,0,398,715,picker-1
-10,0,463,757,picker-2
-13,0,427,782,picker-1
-8,0,486,816,picker-2
-7,0,491,833,picker-3
-16,0,396,865,picker-2
-5,0,511,879,picker-3
-11,0,450,893,picker-1
-4,0,552,938,picker-3
