robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-17,taking_pod,"(13,14)",9.150000000000011,13.950000000000022,15-15,0.0020725,2
robot-2,taking_pod,"(12,5)",11.100000000000016,18.300000000000004,15-15,0.00501375,2
robot-19,taking_pod,"(16,1)",17.250000000000014,19.94999999999999,15-15,0.002264375,1
robot-2,taking_pod,"(12,5)",18.300000000000004,20.399999999999984,15-12,0.002836874999999999,2
robot-19,taking_pod,"(16,1)",19.94999999999999,22.199999999999967,15-12,0.0024124999999999997,1
robot-9,taking_pod,"(18,4)",24.449999999999946,25.19999999999994,15-15,0.0008924999999999998,0
robot-17,returning_pod,"(13,14)",143.10000000000255,147.90000000000273,15-15,0.0021374999999999996,1
robot-17,taking_pod,"(35,1)",158.10000000000312,165.6000000000034,15-12,0.002188125,0
robot-3,delivering_pod,"(4,15)",245.55000000000643,249.45000000000658,15-15,0.005578125,1
robot-11,taking_pod,"(19,16)",261.15000000000606,265.3500000000054,15-15,0.00130125,2
robot-5,delivering_pod,"(4,15)",263.10000000000576,269.4000000000048,15-15,0.0057375,1
robot-11,delivering_pod,"(4,15)",271.9500000000044,277.9500000000035,15-15,0.004567499999999999,0
robot-3,returning_pod,"(32,11)",279.00000000000335,283.05000000000274,15-12,0.00580125,1
robot-5,returning_pod,"(29,11)",303.8999999999996,307.94999999999897,15-12,0.00580125,1
robot-11,returning_pod,"(19,16)",318.4499999999974,322.3499999999968,15-12,0.005578125,1
robot-13,delivering_pod,"(4,15)",319.34999999999724,323.24999999999665,15-15,0.005578125,1
robot-11,returning_pod,"(19,16)",334.049999999995,338.2499999999944,15-15,0.00130125,1
robot-15,taking_pod,"(20,16)",353.69999999999203,356.99999999999153,15-15,0.00063,1
robot-2,returning_pod,"(24,10)",378.74999999998823,382.64999999998764,15-12,0.005578125,1
