order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,1,58,picker-1
-47,0,1,78,picker-1
-46,0,1,141,picker-1
-49,0,1,148,picker-3
-44,0,1,163,picker-1
-38,0,1,275,picker-1
-33,0,1,304,picker-3
-34,0,1,320,picker-2
-25,0,1,384,picker-3
-11,0,1,404,picker-3
-28,0,1,409,picker-2
-8,0,1,424,picker-3
-9,0,1,438,picker-1
-45,0,59,495,picker-1
-12,0,1,498,picker-2
-4,0,1,521,picker-2
-48,0,1,531,picker-3
-43,0,79,535,picker-1
-41,0,149,608,picker-3
-1,0,1,654,picker-2
-37,0,1,677,picker-2
-42,0,142,687,picker-1
-35,0,321,745,picker-2
-36,0,305,776,picker-3
-30,0,410,833,picker-2
-32,0,385,836,picker-3
-40,0,164,865,picker-1
-31,0,405,876,picker-3
-39,0,276,888,picker-1
-29,0,425,896,picker-3
-26,0,496,910,picker-1
-27,0,439,932,picker-1
-24,0,499,954,picker-2
-22,0,532,959,picker-3
-21,0,536,1024,picker-1
-20,0,609,1054,picker-3
-17,0,688,1064,picker-1
-18,0,678,1110,picker-2
-19,0,655,1132,picker-2
-16,0,746,1199,picker-2
-15,0,777,1235,picker-3
-10,0,866,1260,picker-1
-14,0,834,1266,picker-2
-13,0,837,1302,picker-3
-2,0,933,1323,picker-1
-7,0,877,1324,picker-3
-5,0,897,1347,picker-3
-6,0,889,1368,picker-1
-3,0,911,1390,picker-1
