robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-5,taking_pod,"(23,22)",0.44999999999999996,1.4999999999999998,15-21,0.00046124999999999996,1
robot-15,taking_pod,"(13,13)",7.950000000000008,8.85000000000001,15-12,0.000598125,0
robot-14,taking_pod,"(12,5)",14.400000000000023,18.450000000000003,15-3,0.0057375,1
robot-8,taking_pod,"(19,11)",14.700000000000024,18.9,15-9,0.00135,1
robot-5,delivering_pod,"(4,21)",16.950000000000017,20.99999999999998,15-21,0.00580125,1
robot-15,delivering_pod,"(4,21)",15.450000000000026,22.94999999999996,15-12,0.002188125,0
robot-4,taking_pod,"(18,5)",19.499999999999993,24.449999999999946,15-9,0.0021843749999999997,2
robot-18,delivering_pod,"(4,21)",22.349999999999966,26.24999999999993,15-21,0.005578125,1
robot-7,taking_pod,"(12,7)",26.09999999999993,26.849999999999923,15-6,0.0007599999999999998,0
robot-15,delivering_pod,"(4,21)",22.94999999999996,27.749999999999915,15-9,0.0021374999999999996,2
robot-19,delivering_pod,"(4,15)",25.349999999999937,29.699999999999896,15-9,0.00514875,1
robot-14,delivering_pod,"(4,15)",27.599999999999916,35.69999999999984,15-6,0.002975624999999998,0
robot-12,delivering_pod,"(4,15)",35.84999999999984,39.8999999999998,15-15,0.0057375,1
robot-14,delivering_pod,"(4,15)",35.69999999999984,40.64999999999979,15-3,0.0021943749999999997,1
robot-7,delivering_pod,"(4,15)",34.049999999999855,42.14999999999978,15-6,0.002975624999999998,0
robot-6,delivering_pod,"(4,9)",39.14999999999981,43.04999999999977,15-27,0.005578125,1
robot-2,delivering_pod,"(4,21)",40.349999999999795,44.39999999999976,15-21,0.0057375,3
robot-8,delivering_pod,"(4,15)",40.349999999999795,44.39999999999976,15-15,0.0057375,1
robot-16,delivering_pod,"(4,9)",42.14999999999978,46.49999999999974,15-21,0.005086249999999999,3
robot-7,delivering_pod,"(4,15)",42.14999999999978,47.09999999999973,15-3,0.0021943749999999997,1
robot-13,taking_pod,"(11,20)",44.39999999999976,48.44999999999972,15-15,0.0057375,1
robot-10,delivering_pod,"(4,15)",44.24999999999976,48.59999999999972,15-21,0.004799999999999998,2
robot-4,delivering_pod,"(4,15)",46.34999999999974,50.3999999999997,15-9,0.0057375,1
robot-9,delivering_pod,"(4,21)",46.19999999999974,50.6999999999997,15-21,0.0049056249999999985,2
robot-3,delivering_pod,"(44,9)",47.54999999999973,51.44999999999969,15-12,0.005578125,1
robot-17,delivering_pod,"(4,21)",48.899999999999714,52.949999999999676,15-21,0.005351249999999999,1
robot-1,delivering_pod,"(44,9)",51.29999999999969,55.34999999999965,15-6,0.00580125,1
robot-13,taking_pod,"(11,20)",55.34999999999965,56.099999999999646,15-18,0.0007337499999999999,0
robot-5,delivering_pod,"(44,9)",61.1999999999996,65.09999999999961,15-12,0.005578125,2
robot-11,delivering_pod,"(44,9)",64.49999999999959,68.39999999999974,15-12,0.005578125,1
robot-19,delivering_pod,"(44,9)",71.09999999999984,75.14999999999999,15-12,0.00580125,1
