order_id,order_arrival,process_start_time,order_complete_time,station_id
-33,0,1,60,picker-1
-45,0,1,96,picker-2
-37,0,1,129,picker-2
-27,0,1,163,picker-2
-21,0,1,182,picker-3
-50,0,1,198,picker-2
-11,0,1,201,picker-1
-36,0,1,226,picker-2
-9,0,1,261,picker-1
-46,0,1,273,picker-3
-31,0,1,273,picker-3
-44,0,1,273,picker-3
-2,0,1,293,picker-2
-43,0,1,295,picker-3
-48,0,97,324,picker-2
-18,0,1,340,picker-3
-49,0,97,375,picker-1
-40,0,164,384,picker-2
-39,0,183,397,picker-3
-41,0,130,404,picker-2
-32,0,274,430,picker-2
-47,0,130,442,picker-1
-30,0,274,452,picker-2
-42,0,130,464,picker-1
-35,0,202,486,picker-1
-38,0,199,508,picker-1
-34,0,262,531,picker-1
-26,0,376,535,picker-3
-29,0,294,541,picker-2
-28,0,325,563,picker-2
-25,0,376,575,picker-1
-24,0,385,608,picker-2
-23,0,405,615,picker-3
-19,0,443,664,picker-1
-15,0,465,717,picker-1
-17,0,453,731,picker-3
-22,0,405,742,picker-2
-20,0,431,786,picker-2
-12,0,532,797,picker-1
-14,0,487,820,picker-1
-16,0,453,831,picker-2
-13,0,509,842,picker-1
-5,0,665,873,picker-3
-7,0,576,887,picker-1
-8,0,564,898,picker-2
-4,0,665,913,picker-3
-10,0,542,920,picker-2
-6,0,609,965,picker-2
-3,0,665,976,picker-1
-1,0,718,1020,picker-1
