order_id,order_arrival,process_start_time,order_complete_time,station_id
-12,0,1,49,picker-2
-3,0,1,110,picker-3
-36,0,1,115,picker-1
-38,0,1,136,picker-3
-7,0,1,136,picker-3
-50,0,1,178,picker-2
-27,0,1,223,picker-1
-47,0,1,231,picker-2
-49,0,1,256,picker-3
-43,0,1,273,picker-1
-48,0,1,279,picker-3
-45,0,1,302,picker-2
-41,0,1,330,picker-1
-37,0,1,330,picker-1
-44,0,1,363,picker-2
-46,0,1,368,picker-3
-2,0,1,374,picker-1
-42,0,50,383,picker-2
-40,0,111,390,picker-3
-20,0,1,403,picker-2
-35,0,137,419,picker-3
-39,0,116,422,picker-1
-34,0,137,441,picker-3
-32,0,224,445,picker-1
-28,0,280,470,picker-3
-31,0,232,472,picker-2
-30,0,257,492,picker-3
-26,0,303,532,picker-2
-29,0,274,534,picker-1
-25,0,331,578,picker-1
-23,0,364,612,picker-2
-24,0,331,623,picker-1
-19,0,384,632,picker-2
-22,0,369,661,picker-3
-21,0,375,690,picker-1
-17,0,404,728,picker-2
-18,0,391,746,picker-3
-33,0,179,748,picker-2
-15,0,423,787,picker-1
-13,0,446,807,picker-1
-14,0,442,836,picker-3
-10,0,473,858,picker-2
-8,0,533,906,picker-2
-6,0,535,932,picker-1
-5,0,579,952,picker-1
-4,0,613,972,picker-2
-1,0,624,993,picker-1
-11,0,471,1014,picker-3
-9,0,493,1081,picker-3
1,360,662,1108,picker-3
