order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,0,188,picker-1
-48,0,0,191,picker-3
-44,0,192,279,picker-2
-49,0,0,284,picker-1
-46,0,189,304,picker-1
-47,0,0,307,picker-3
-45,0,192,345,picker-3
-41,0,285,346,picker-1
-40,0,305,364,picker-1
-43,0,280,375,picker-2
-39,0,308,384,picker-3
-42,0,280,392,picker-2
-36,0,347,421,picker-1
-38,0,346,431,picker-3
-35,0,365,477,picker-1
-37,0,346,482,picker-2
-34,0,376,501,picker-2
-29,0,422,589,picker-2
-31,0,393,606,picker-2
-30,0,422,626,picker-1
-27,0,478,643,picker-1
-32,0,385,736,picker-3
-28,0,432,755,picker-3
-24,0,483,955,picker-2
-23,0,502,974,picker-2
-18,0,627,1002,picker-1
-17,0,644,1019,picker-1
-14,0,756,1050,picker-1
-22,0,590,1051,picker-2
-15,0,756,1058,picker-3
-16,0,737,1075,picker-3
-21,0,607,1090,picker-2
-20,0,607,1109,picker-2
-11,0,975,1205,picker-2
-13,0,956,1244,picker-2
-8,0,1003,1308,picker-1
-9,0,1003,1343,picker-1
-6,0,1051,1401,picker-1
-7,0,1020,1420,picker-1
-4,0,1059,1422,picker-3
-5,0,1052,1448,picker-2
-2,0,1076,1475,picker-1
-3,0,1076,1496,picker-3
4,180,1309,1536,picker-1
1,180,1110,1557,picker-2
5,180,1344,1570,picker-1
2,180,1206,1604,picker-2
8,300,1423,1619,picker-3
3,180,1245,1623,picker-2
6,240,1402,1625,picker-1
7,240,1421,1642,picker-1
0,120,1091,1643,picker-2
11,360,1497,1658,picker-3
9,300,1449,1681,picker-2
10,300,1476,1758,picker-1
13,420,1558,1820,picker-2
12,420,1537,1873,picker-1
14,480,1571,1893,picker-1
15,540,1605,1897,picker-2
18,600,1626,1912,picker-1
16,600,1620,1919,picker-3
19,720,1643,1933,picker-1
17,600,1624,1936,picker-2
21,780,1659,1937,picker-3
20,780,1644,1955,picker-2
22,840,1682,2032,picker-2
23,840,1759,2069,picker-1
24,900,1821,2071,picker-2
25,900,1874,2088,picker-1
27,960,1898,2148,picker-2
26,900,1894,2166,picker-1
31,1140,1937,2174,picker-2
29,1080,1920,2202,picker-3
28,1020,1913,2204,picker-1
32,1140,1938,2219,picker-3
30,1080,1934,2243,picker-1
34,1200,2033,2325,picker-2
33,1200,1956,2345,picker-2
35,1200,2070,2359,picker-1
36,1200,2072,2402,picker-2
38,1260,2149,2460,picker-2
37,1200,2089,2494,picker-1
39,1260,2167,2532,picker-1
40,1260,2175,2537,picker-2
45,1440,2326,2593,picker-2
42,1380,2205,2594,picker-1
44,1440,2244,2611,picker-1
46,1500,2346,2615,picker-2
41,1320,2203,2624,picker-3
47,1500,2360,2628,picker-1
43,1380,2220,2682,picker-3
