robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-15,taking_pod,"(16,13)",5.850000000000003,12.000000000000018,15-15,0.004043124999999999,1
robot-20,taking_pod,"(12,13)",15.000000000000025,15.900000000000027,15-12,0.0005981250000000001,0
robot-17,taking_pod,"(20,16)",13.800000000000022,17.100000000000016,15-15,0.00063,1
robot-8,taking_pod,"(18,14)",19.199999999999996,19.94999999999999,15-15,0.0005087500000000001,0
robot-15,delivering_pod,"(4,15)",18.000000000000007,22.04999999999997,15-12,0.001513125,0
robot-20,delivering_pod,"(4,15)",22.499999999999964,30.599999999999888,15-12,0.002975624999999998,0
robot-8,delivering_pod,"(4,15)",26.549999999999926,31.949999999999875,15-15,0.0036749999999999986,0
robot-17,delivering_pod,"(4,15)",23.699999999999953,33.89999999999986,15-15,0.0050937499999999985,0
robot-3,delivering_pod,"(4,15)",38.84999999999981,42.74999999999977,15-15,0.005578125,1
robot-11,delivering_pod,"(4,15)",43.94999999999976,47.99999999999972,15-15,0.00580125,1
robot-10,delivering_pod,"(4,15)",57.74999999999963,61.79999999999959,15-15,0.00580125,2
robot-6,delivering_pod,"(4,15)",60.14999999999961,64.19999999999958,15-15,0.005351249999999999,1
