order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,1,65,picker-1
-45,0,1,106,picker-1
-36,0,1,132,picker-1
-30,0,1,144,picker-3
-37,0,1,158,picker-1
-27,0,1,184,picker-1
-44,0,1,205,picker-2
-22,0,1,250,picker-3
-46,0,1,256,picker-2
-43,0,1,307,picker-2
-21,0,1,424,picker-2
-2,0,1,475,picker-1
-40,0,133,505,picker-1
-49,0,1,525,picker-3
-42,0,66,545,picker-1
-47,0,1,545,picker-3
-48,0,1,565,picker-3
-34,0,206,579,picker-2
-32,0,257,600,picker-2
-18,0,1,640,picker-2
-1,0,1,645,picker-3
-28,0,476,731,picker-1
-25,0,526,748,picker-3
-29,0,425,750,picker-2
-24,0,546,788,picker-3
-19,0,580,806,picker-2
-39,0,145,856,picker-3
-35,0,185,910,picker-1
-15,0,646,944,picker-3
-31,0,308,975,picker-2
-14,0,732,980,picker-1
-13,0,749,1054,picker-3
-10,0,807,1103,picker-2
-41,0,107,1122,picker-1
-20,0,566,1188,picker-3
-11,0,789,1210,picker-3
-16,0,641,1214,picker-2
-8,0,857,1255,picker-3
-5,0,976,1267,picker-2
-6,0,945,1299,picker-3
-12,0,751,1307,picker-2
1,360,1123,1448,picker-1
-38,0,159,1474,picker-1
4,540,1215,1733,picker-2
7,660,1300,1777,picker-3
6,660,1268,1822,picker-2
9,720,1449,1884,picker-1
2,480,1189,1908,picker-3
10,720,1475,1925,picker-1
5,600,1256,1989,picker-3
12,780,1778,2013,picker-3
11,780,1734,2089,picker-2
14,780,1885,2089,picker-1
15,840,1909,2090,picker-3
13,780,1823,2156,picker-2
18,1080,2014,2281,picker-3
20,1080,2090,2320,picker-1
21,1080,2091,2362,picker-3
23,1140,2282,2551,picker-3
24,1200,2321,2561,picker-1
25,1200,2363,2657,picker-3
26,1260,2552,2797,picker-3
16,1020,1926,3179,picker-1
30,1440,3180,3396,picker-1
