order_id,order_arrival,process_start_time,order_complete_time,station_id
-44,picker-1,1,95,picker-1
-32,picker-1,1,95,picker-1
-45,picker-1,1,123,picker-1
-1,picker-3,1,128,picker-3
-48,picker-2,1,147,picker-2
-35,picker-1,1,161,picker-1
-50,picker-3,1,205,picker-3
-33,picker-3,1,205,picker-3
-21,picker-2,1,214,picker-2
-29,picker-3,1,216,picker-3
-42,picker-1,1,218,picker-1
-27,picker-3,1,236,picker-3
-15,picker-1,1,258,picker-1
-4,picker-3,1,305,picker-3
-7,picker-2,1,316,picker-2
-5,picker-2,1,316,picker-2
-9,picker-2,1,324,picker-2
-47,0,96,330,picker-1
-49,0,1,341,picker-2
-46,0,96,347,picker-1
-40,0,148,373,picker-2
-43,0,124,373,picker-1
-41,0,129,384,picker-3
-39,0,162,418,picker-1
-38,0,206,431,picker-3
-37,0,206,469,picker-3
-30,0,237,478,picker-3
-36,0,215,486,picker-2
-31,0,219,487,picker-1
-34,0,217,498,picker-3
-28,0,259,512,picker-1
-26,0,306,560,picker-3
-22,0,331,623,picker-1
-25,0,317,627,picker-2
-23,0,325,648,picker-2
-24,0,317,658,picker-2
-20,0,342,679,picker-2
-19,0,348,698,picker-1
-17,0,374,700,picker-2
-13,0,432,718,picker-3
-18,0,374,718,picker-1
-14,0,419,734,picker-1
-16,0,385,740,picker-3
-12,0,470,781,picker-3
-11,0,479,808,picker-3
-6,0,499,834,picker-3
-10,0,487,841,picker-2
-8,0,488,846,picker-1
0,360,624,854,picker-1
-3,0,513,862,picker-1
-2,0,561,878,picker-3
2,360,649,904,picker-2
1,360,628,912,picker-2
3,360,659,989,picker-2
4,480,680,1000,picker-2
7,600,719,1002,picker-1
5,540,699,1010,picker-1
6,540,701,1017,picker-2
8,600,719,1096,picker-3
12,780,809,1131,picker-3
9,600,735,1133,picker-1
13,900,900,1141,picker-1
11,660,782,1147,picker-3
10,660,741,1155,picker-3
14,960,960,1173,picker-2
15,960,960,1189,picker-2
16,960,960,1211,picker-1
17,960,960,1233,picker-2
20,1140,1140,1244,picker-1
18,1020,1020,1268,picker-1
21,1140,1140,1311,picker-1
19,1020,1020,1331,picker-1
22,1200,1200,1342,picker-1
23,1260,1260,1345,picker-2
24,1320,1320,1387,picker-1
25,1440,1440,1507,picker-1
27,1500,1500,1568,picker-1
26,1500,1500,1576,picker-1
30,1560,1560,1622,picker-1
29,1560,1560,1630,picker-1
28,1560,1560,1635,picker-2
32,1740,1740,1857,picker-1
31,1740,1740,1867,picker-1
33,1740,1740,1877,picker-1
37,1800,1800,1957,picker-2
34,1800,1800,2000,picker-1
35,1800,1800,2010,picker-1
36,1800,1800,2052,picker-1
38,1860,1860,2082,picker-1
40,1980,1980,2162,picker-2
39,1920,1920,2206,picker-1
42,2100,2100,2247,picker-1
41,1980,1980,2257,picker-1
43,2100,2100,2278,picker-1
44,2160,2160,2299,picker-1
45,2160,2160,2319,picker-1
46,2280,2280,2352,picker-1
47,2280,2280,2362,picker-1
48,2340,2340,2410,picker-3
49,2340,2340,2440,picker-3
50,2400,2400,2466,picker-1
54,2460,2460,2513,picker-1
51,2460,2460,2542,picker-1
52,2460,2460,2548,picker-2
53,2460,2460,2556,picker-2
55,2520,2520,2574,picker-1
56,2640,2640,2699,picker-1
60,2760,2760,2807,picker-2
57,2700,2700,2810,picker-1
