robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-2,delivering_pod,"(4,9)",26.699999999999925,30.749999999999886,15-15,0.00580125,1
robot-14,delivering_pod,"(4,9)",41.99999999999978,45.89999999999974,15-15,0.005578125,1
robot-4,delivering_pod,"(4,9)",46.49999999999974,51.899999999999686,15-15,0.0036362499999999984,2
robot-6,delivering_pod,"(4,21)",49.34999999999971,53.84999999999967,15-15,0.005000624999999999,2
robot-20,delivering_pod,"(4,9)",51.74999999999969,55.64999999999965,15-15,0.002265,1
robot-20,delivering_pod,"(4,9)",55.64999999999965,57.59999999999963,15-12,0.0026774999999999993,1
robot-11,delivering_pod,"(4,9)",58.199999999999626,60.14999999999961,15-15,0.0026774999999999993,1
robot-11,delivering_pod,"(4,9)",60.14999999999961,62.699999999999584,15-12,0.0026837499999999995,1
robot-19,delivering_pod,"(4,9)",63.749999999999574,70.64999999999982,15-15,0.005196249999999998,1
robot-19,delivering_pod,"(4,9)",70.64999999999982,72.7499999999999,15-12,0.0026781249999999995,1
robot-5,taking_pod,"(17,25)",80.7000000000002,81.30000000000022,15-15,0.0006693749999999998,0
robot-18,delivering_pod,"(4,9)",87.60000000000046,97.20000000000083,15-15,0.004965625,0
robot-18,delivering_pod,"(4,9)",97.20000000000083,99.3000000000009,15-12,0.002836874999999999,1
robot-8,returning_pod,"(12,16)",151.20000000000286,157.6500000000031,15-12,0.00128625,0
robot-5,taking_pod,"(12,5)",177.75000000000387,178.3500000000039,15-15,0.0006693749999999998,0
robot-13,taking_pod,"(18,17)",193.35000000000446,193.95000000000448,15-15,0.0005793749999999999,0
robot-6,returning_pod,"(32,11)",200.55000000000473,204.60000000000488,15-12,0.00580125,1
robot-13,delivering_pod,"(4,21)",205.65000000000492,210.3000000000051,15-15,0.0025593749999999996,0
robot-7,returning_pod,"(19,4)",225.30000000000567,229.35000000000582,15-12,0.00580125,1
robot-14,returning_pod,"(37,7)",241.20000000000627,245.25000000000642,15-12,0.00580125,1
robot-2,taking_pod,"(13,17)",253.50000000000674,254.10000000000676,15-15,0.0006693749999999998,0
