order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,1,74,picker-3
-46,0,1,74,picker-3
-35,0,1,94,picker-3
-11,0,1,99,picker-2
-8,0,1,99,picker-2
-45,0,1,115,picker-1
-33,0,1,119,picker-2
-47,0,1,151,picker-3
-25,0,1,159,picker-2
-43,0,1,173,picker-3
-6,0,1,196,picker-3
-10,0,1,246,picker-1
-44,0,75,257,picker-3
-20,0,1,274,picker-1
-49,0,1,280,picker-2
-48,0,1,300,picker-2
-36,0,1,303,picker-1
-38,0,1,331,picker-1
-42,0,75,402,picker-3
-41,0,95,424,picker-3
-34,0,116,488,picker-1
-40,0,100,511,picker-2
-31,0,152,515,picker-3
-39,0,100,534,picker-2
-29,0,174,555,picker-3
-27,0,247,592,picker-1
-37,0,1,592,picker-1
-32,0,120,601,picker-2
-28,0,197,615,picker-3
-30,0,160,623,picker-2
-26,0,258,635,picker-3
-24,0,275,672,picker-1
-18,0,403,711,picker-3
-19,0,332,724,picker-1
-21,0,304,744,picker-1
-22,0,301,786,picker-2
-23,0,281,808,picker-2
