order_id,order_arrival,process_start_time,order_complete_time,station_id
-39,0,1,94,picker-1
-6,0,1,94,picker-1
-37,0,1,103,picker-2
-27,0,1,130,picker-2
-50,0,1,164,picker-2
-41,0,1,204,picker-2
-36,0,1,232,picker-2
-17,0,1,258,picker-3
-48,0,1,269,picker-1
-2,0,1,277,picker-2
-49,0,1,309,picker-1
-38,0,104,309,picker-2
-47,0,1,331,picker-1
-46,0,1,339,picker-3
-44,0,1,339,picker-3
-21,0,1,339,picker-3
-43,0,1,339,picker-3
-35,0,131,350,picker-2
-45,0,1,354,picker-1
-18,0,1,361,picker-3
-33,0,205,371,picker-2
-40,0,95,376,picker-1
-34,0,165,391,picker-2
-31,0,259,407,picker-3
-42,0,95,420,picker-1
-32,0,233,431,picker-2
-30,0,270,443,picker-1
-28,0,310,465,picker-1
-29,0,278,498,picker-2
-25,0,332,510,picker-1
-26,0,310,565,picker-2
-24,0,340,589,picker-3
-23,0,340,611,picker-3
-16,0,355,622,picker-1
-19,0,351,635,picker-2
-14,0,372,655,picker-2
-13,0,377,708,picker-1
-12,0,392,711,picker-2
-22,0,340,723,picker-3
-20,0,340,767,picker-3
-10,0,421,772,picker-1
-15,0,362,812,picker-3
-9,0,432,876,picker-2
-8,0,444,883,picker-1
-7,0,466,903,picker-1
-5,0,499,916,picker-2
-4,0,511,943,picker-1
-11,0,408,946,picker-3
-3,0,566,997,picker-2
-1,0,590,1012,picker-3
1,360,623,1055,picker-1
2,480,636,1154,picker-2
4,540,709,1257,picker-1
3,540,656,1290,picker-2
0,360,612,1302,picker-3
5,600,712,1312,picker-2
