order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,1,64,picker-1
-30,0,1,100,picker-3
-8,0,1,124,picker-1
-42,0,1,145,picker-1
-45,0,1,173,picker-1
-34,0,1,184,picker-2
-22,0,1,188,picker-3
-15,0,1,195,picker-1
-21,0,1,206,picker-2
-2,0,1,407,picker-2
-47,0,1,449,picker-3
-44,0,1,516,picker-3
-48,0,1,518,picker-2
-43,0,65,566,picker-1
-23,0,1,576,picker-2
-36,0,189,599,picker-3
-37,0,185,606,picker-2
-40,0,125,606,picker-1
-1,0,1,635,picker-3
-46,0,1,656,picker-3
-32,0,408,656,picker-2
-31,0,450,696,picker-3
-28,0,519,697,picker-2
-27,0,567,770,picker-1
-39,0,146,792,picker-1
