order_id,order_arrival,process_start_time,order_complete_time,station_id
-48,0,1,47,picker-1
-50,0,1,87,picker-1
-47,0,1,171,picker-1
-49,0,1,192,picker-1
-46,0,1,274,picker-1
-44,0,1,276,picker-2
-43,0,1,284,picker-2
-45,0,1,315,picker-1
-42,0,1,324,picker-2
-39,0,1,332,picker-2
-40,0,1,356,picker-2
-41,0,1,372,picker-2
-38,0,1,399,picker-3
-36,0,1,541,picker-3
-37,0,1,561,picker-3
-35,0,1,633,picker-3
-32,0,48,680,picker-1
-34,0,1,695,picker-3
-31,0,88,704,picker-1
-33,0,1,746,picker-3
-30,0,172,754,picker-1
-29,0,193,762,picker-1
-27,0,277,788,picker-2
-26,0,285,815,picker-2
-24,0,325,824,picker-2
-28,0,275,836,picker-1
-25,0,316,845,picker-1
-23,0,333,899,picker-2
-20,0,400,931,picker-3
-22,0,357,942,picker-2
-18,0,562,956,picker-3
-21,0,373,963,picker-2
-19,0,542,964,picker-3
-17,0,634,978,picker-3
-15,0,696,1020,picker-3
-16,0,681,1021,picker-1
-11,0,763,1041,picker-1
-12,0,755,1050,picker-1
-14,0,705,1058,picker-1
-13,0,747,1063,picker-3
-7,0,837,1215,picker-1
-8,0,825,1220,picker-2
-9,0,816,1240,picker-2
-6,0,846,1277,picker-1
-4,0,932,1294,picker-3
-5,0,900,1297,picker-2
0,360,965,1310,picker-3
-3,0,943,1314,picker-2
-2,0,957,1318,picker-3
-1,0,964,1331,picker-2
1,360,979,1359,picker-3
2,360,1021,1375,picker-3
4,420,1042,1405,picker-1
3,360,1022,1413,picker-1
-10,0,789,1451,picker-2
5,420,1051,1464,picker-1
7,540,1064,1470,picker-3
6,480,1059,1495,picker-1
9,660,1221,1512,picker-2
8,600,1216,1536,picker-1
11,780,1278,1548,picker-1
12,840,1295,1554,picker-3
10,780,1241,1559,picker-2
15,960,1315,1567,picker-2
13,840,1298,1575,picker-2
16,1020,1319,1608,picker-3
20,1080,1406,1687,picker-1
23,1140,1465,1695,picker-1
25,1200,1496,1721,picker-1
22,1080,1452,1723,picker-2
18,1020,1360,1754,picker-3
17,1020,1332,1761,picker-2
24,1200,1471,1762,picker-3
21,1080,1414,1770,picker-1
14,840,1311,1770,picker-3
19,1020,1376,1778,picker-3
26,1260,1513,1823,picker-2
27,1320,1537,1844,picker-1
28,1320,1549,1926,picker-1
29,1440,1555,1946,picker-3
30,1440,1560,1973,picker-2
33,1560,1609,1992,picker-3
32,1560,1576,2005,picker-2
31,1500,1568,2013,picker-2
34,1620,1688,2068,picker-1
37,1680,1724,2098,picker-2
35,1680,1696,2109,picker-1
36,1680,1722,2119,picker-1
38,1680,1755,2122,picker-3
39,1800,1800,2136,picker-1
41,1860,1860,2173,picker-2
42,1920,1920,2198,picker-2
40,1860,1860,2199,picker-1
44,1920,1920,2237,picker-3
43,1920,1920,2253,picker-3
45,1980,1980,2259,picker-2
46,2160,2160,2327,picker-1
48,2220,2220,2348,picker-1
47,2160,2160,2358,picker-1
49,2220,2220,2389,picker-1
50,2280,2280,2430,picker-1
51,2280,2280,2475,picker-3
53,2340,2340,2541,picker-2
52,2280,2280,2596,picker-1
54,2340,2340,2617,picker-1
55,2400,2400,2632,picker-2
56,2400,2400,2676,picker-1
60,2580,2580,2706,picker-2
57,2460,2460,2730,picker-1
58,2520,2520,2741,picker-1
59,2520,2520,2771,picker-1
61,2640,2640,2792,picker-1
62,2640,2640,2823,picker-1
63,2700,2700,2843,picker-1
64,2820,2820,2928,picker-1
66,2820,2820,2938,picker-1
65,2820,2820,2948,picker-1
68,2940,2940,2996,picker-1
67,2940,2940,3021,picker-1
69,2940,2940,3037,picker-1
70,3000,3000,3069,picker-1
71,3060,3060,3135,picker-3
72,3120,3120,3194,picker-1
73,3120,3120,3253,picker-1
74,3120,3120,3264,picker-1
75,3180,3180,3305,picker-1
76,3180,3180,3315,picker-1
78,3240,3240,3377,picker-1
