order_id,order_arrival,process_start_time,order_complete_time,station_id
backlog,0,0,89,picker-1
0,120,120,256,picker-1
2,180,180,271,picker-2
4,180,180,284,picker-3
3,180,180,288,picker-2
5,180,180,301,picker-3
1,180,180,307,picker-1
7,240,272,343,picker-2
6,240,257,358,picker-1
8,300,300,390,picker-2
11,360,360,429,picker-1
9,300,300,447,picker-3
10,300,302,486,picker-3
13,420,420,549,picker-2
12,420,420,599,picker-1
14,480,480,619,picker-1
15,540,540,642,picker-2
18,600,600,657,picker-3
17,600,600,676,picker-2
16,600,600,754,picker-1
19,720,720,779,picker-1
21,780,780,829,picker-1
20,780,780,846,picker-1
