order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,1,112,picker-1
-48,0,1,153,picker-3
-50,0,1,228,picker-1
-46,0,1,237,picker-2
-43,0,154,251,picker-3
-47,0,1,254,picker-2
-49,0,1,266,picker-1
-44,0,113,286,picker-1
-42,0,238,304,picker-2
-45,0,1,324,picker-1
-40,0,255,327,picker-2
-41,0,252,328,picker-3
-39,0,267,344,picker-1
-38,0,287,393,picker-1
-36,0,287,419,picker-2
-37,0,287,430,picker-3
-34,0,305,438,picker-2
-31,0,328,537,picker-2
-32,0,325,543,picker-1
-28,0,345,578,picker-1
-27,0,394,595,picker-1
-30,0,329,623,picker-3
-29,0,329,642,picker-3
-23,0,420,745,picker-2
