robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-4,taking_pod,"(12,19)",6.150000000000004,6.750000000000005,15-18,0.0006693749999999998,0
robot-15,taking_pod,"(20,20)",10.650000000000015,11.550000000000017,15-21,0.0006093750000000001,0
robot-8,taking_pod,"(19,17)",12.450000000000019,13.05000000000002,15-9,0.0006693749999999998,0
robot-8,taking_pod,"(19,17)",16.50000000000002,17.100000000000016,15-15,0.0005793749999999999,0
robot-17,delivering_pod,"(4,9)",15.300000000000026,19.349999999999994,15-3,0.0057375,1
robot-4,delivering_pod,"(4,9)",13.500000000000021,21.599999999999973,15-18,0.002975624999999998,0
robot-12,delivering_pod,"(4,9)",18.450000000000003,22.499999999999964,15-27,0.00580125,1
robot-15,delivering_pod,"(4,9)",18.150000000000006,24.749999999999943,15-21,0.00546,1
robot-10,taking_pod,"(17,11)",10.650000000000015,24.89999999999994,15-9,0.001590625,0
robot-4,delivering_pod,"(4,9)",21.599999999999973,26.399999999999928,15-15,0.0021374999999999996,1
robot-20,delivering_pod,"(4,9)",22.199999999999967,26.849999999999923,15-9,0.0025593749999999996,0
robot-3,delivering_pod,"(4,21)",23.399999999999956,27.449999999999918,15-21,0.00580125,2
robot-16,delivering_pod,"(4,15)",25.499999999999936,29.699999999999896,15-21,0.005484374999999999,1
robot-13,delivering_pod,"(4,9)",26.549999999999926,30.44999999999989,15-3,0.005578125,1
robot-8,delivering_pod,"(4,9)",33.59999999999986,37.64999999999982,15-21,0.0057375,1
robot-2,delivering_pod,"(4,9)",34.199999999999854,38.249999999999815,15-15,0.00580125,2
robot-18,delivering_pod,"(4,9)",35.84999999999984,39.7499999999998,15-27,0.005578125,1
robot-7,delivering_pod,"(4,9)",36.44999999999983,40.499999999999794,15-15,0.005261249999999999,1
robot-14,delivering_pod,"(4,9)",40.64999999999979,44.549999999999756,15-9,0.005578125,1
robot-5,delivering_pod,"(4,9)",42.14999999999978,46.19999999999974,15-27,0.00580125,2
robot-9,taking_pod,"(13,29)",44.24999999999976,48.59999999999972,15-27,0.005088749999999998,1
robot-10,delivering_pod,"(4,9)",47.849999999999724,51.899999999999686,15-15,0.0057375,1
robot-19,delivering_pod,"(4,21)",51.44999999999969,55.49999999999965,15-27,0.00580125,1
