order_id,order_arrival,process_start_time,order_complete_time,station_id
backlog,0,0,64,picker-1
4,180,180,260,picker-3
0,120,120,265,picker-1
2,180,180,273,picker-2
1,180,180,323,picker-1
6,240,261,350,picker-3
7,240,266,351,picker-1
8,300,300,382,picker-2
9,300,324,408,picker-1
11,360,360,425,picker-1
10,300,351,467,picker-3
13,420,420,560,picker-2
12,420,420,583,picker-1
14,480,480,602,picker-1
15,540,540,639,picker-3
17,600,600,693,picker-2
18,600,603,704,picker-1
16,600,600,790,picker-1
19,720,720,809,picker-1
21,780,780,837,picker-3
20,780,780,851,picker-2
22,840,840,986,picker-1
24,900,900,988,picker-2
25,900,900,993,picker-3
23,840,840,1005,picker-1
27,960,989,1083,picker-2
26,900,987,1127,picker-1
28,1020,1020,1165,picker-1
30,1080,1084,1165,picker-2
29,1080,1080,1194,picker-3
31,1140,1140,1194,picker-1
32,1140,1166,1253,picker-1
34,1200,1200,1282,picker-2
35,1200,1200,1354,picker-3
33,1200,1200,1366,picker-1
36,1200,1254,1424,picker-1
37,1200,1283,1439,picker-2
38,1260,1355,1449,picker-3
39,1260,1367,1469,picker-1
40,1260,1425,1537,picker-1
42,1380,1450,1573,picker-3
43,1380,1470,1592,picker-1
44,1440,1538,1610,picker-1
45,1440,1574,1612,picker-3
41,1320,1440,1617,picker-2
46,1500,1593,1664,picker-1
47,1500,1611,1691,picker-1
49,1500,1618,1721,picker-2
48,1500,1613,1733,picker-3
50,1560,1665,1740,picker-1
52,1620,1722,1798,picker-2
53,1680,1734,1821,picker-3
55,1740,1799,1887,picker-2
51,1560,1692,1913,picker-1
54,1740,1741,1990,picker-1
57,1920,1920,2028,picker-1
58,1920,1920,2030,picker-2
56,1860,1860,2039,picker-3
59,1920,1991,2091,picker-1
61,2040,2040,2131,picker-2
60,2040,2040,2131,picker-1
63,2100,2100,2176,picker-1
62,2040,2040,2178,picker-3
64,2100,2132,2212,picker-1
66,2160,2177,2247,picker-1
65,2160,2160,2285,picker-2
67,2160,2179,2308,picker-3
70,2280,2286,2355,picker-2
68,2220,2220,2382,picker-1
69,2280,2280,2440,picker-1
71,2400,2400,2504,picker-1
74,2460,2460,2527,picker-3
73,2460,2460,2547,picker-2
72,2460,2460,2601,picker-1
75,2520,2520,2622,picker-1
76,2520,2528,2676,picker-3
77,2520,2548,2689,picker-2
78,2580,2602,2704,picker-1
79,2580,2623,2721,picker-1
81,2640,2690,2762,picker-2
82,2640,2705,2767,picker-1
83,2700,2722,2784,picker-1
80,2580,2677,2786,picker-3
86,2820,2820,2866,picker-1
85,2820,2820,2904,picker-1
84,2760,2763,2920,picker-2
88,2880,2880,2979,picker-1
89,2940,2940,2996,picker-1
90,3000,3000,3078,picker-1
87,2820,2820,3147,picker-3
91,3120,3120,3205,picker-1
92,3180,3180,3252,picker-1
93,3240,3240,3348,picker-1
94,3240,3240,3377,picker-2
95,3300,3300,3416,picker-1
96,3420,3420,3500,picker-1
97,3420,3420,3534,picker-1
98,3480,3480,3538,picker-2
99,3540,3540,3687,picker-1
100,3540,3540,3764,picker-1
102,3660,3660,3782,picker-3
103,3720,3720,3784,picker-1
101,3660,3660,3801,picker-2
104,3720,3765,3853,picker-1
105,3720,3783,3925,picker-3
107,3840,3840,3946,picker-2
106,3780,3785,3984,picker-1
109,3900,3926,4042,picker-3
108,3840,3854,4119,picker-1
110,3900,3985,4215,picker-1
111,3900,4043,4235,picker-3
114,4020,4236,4306,picker-3
112,3960,4120,4331,picker-1
113,3960,4216,4408,picker-1
115,4140,4307,4427,picker-3
116,4200,4332,4465,picker-1
117,4200,4409,4485,picker-1
119,4260,4466,4543,picker-1
118,4260,4428,4546,picker-3
120,4260,4486,4577,picker-1
121,4260,4544,4620,picker-1
122,4320,4547,4620,picker-3
123,4380,4578,4681,picker-1
124,4380,4621,4698,picker-1
125,4500,4621,4729,picker-3
127,4560,4699,4777,picker-1
126,4500,4682,4794,picker-1
