robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-4,taking_pod,"(37,20)",5.400000000000002,9.450000000000012,15-12,0.0057375,1
robot-17,taking_pod,"(32,19)",10.950000000000015,15.000000000000025,15-12,0.001666875,0
robot-14,delivering_pod,"(4,9)",30.599999999999888,34.64999999999985,15-15,0.00580125,1
robot-12,delivering_pod,"(4,9)",45.599999999999746,49.64999999999971,15-15,0.00580125,1
robot-20,delivering_pod,"(4,9)",70.49999999999982,74.54999999999997,15-15,0.00580125,1
robot-12,delivering_pod,"(4,9)",186.9000000000042,190.95000000000437,15-15,0.00580125,1
robot-14,delivering_pod,"(4,9)",193.35000000000446,197.2500000000046,15-15,0.005578125,1
robot-20,delivering_pod,"(4,15)",290.5500000000016,294.450000000001,15-15,0.005578125,1
robot-12,returning_pod,"(38,11)",312.8999999999982,316.9499999999976,15-12,0.0057375,1
robot-14,returning_pod,"(31,14)",323.09999999999667,327.14999999999606,15-12,0.0057375,2
robot-20,returning_pod,"(31,16)",324.8999999999964,329.09999999999576,15-12,0.004985624999999999,1
robot-2,delivering_pod,"(4,15)",350.39999999999253,354.29999999999194,15-15,0.005578125,1
robot-9,delivering_pod,"(4,15)",385.0499999999873,389.09999999998666,15-15,0.00580125,1
robot-11,delivering_pod,"(4,21)",418.19999999998225,422.09999999998166,15-15,0.005578125,1
robot-7,delivering_pod,"(4,21)",449.3999999999775,453.29999999997693,15-15,0.005578125,1
robot-14,returning_pod,"(38,10)",451.6499999999772,455.5499999999766,15-12,0.005578125,1
robot-2,delivering_pod,"(4,21)",461.9999999999756,466.049999999975,15-15,0.00580125,1
robot-8,delivering_pod,"(4,21)",482.6999999999725,486.74999999997186,15-15,0.00580125,1
robot-11,returning_pod,"(29,11)",483.8999999999723,487.7999999999717,15-12,0.005578125,1
robot-13,returning_pod,"(35,10)",524.2499999999662,528.1499999999656,15-12,0.005578125,1
robot-12,returning_pod,"(25,8)",545.9999999999629,550.0499999999623,15-12,0.0057375,1
robot-2,returning_pod,"(30,14)",555.1499999999616,559.049999999961,15-12,0.005578125,1
robot-20,delivering_pod,"(4,9)",556.7999999999613,560.8499999999607,15-15,0.00580125,1
robot-5,returning_pod,"(38,13)",578.9999999999579,582.8999999999573,15-12,0.005578125,1
robot-8,delivering_pod,"(4,9)",617.2499999999521,621.2999999999515,15-15,0.00580125,1
robot-18,delivering_pod,"(4,15)",719.9999999999366,724.049999999936,15-15,0.00580125,1
robot-3,taking_pod,"(18,4)",747.2999999999324,748.0499999999323,15-15,0.0008924999999999998,0
robot-17,returning_pod,"(38,11)",783.7499999999269,787.7999999999263,15-12,0.00580125,1
robot-9,delivering_pod,"(4,15)",811.6499999999227,815.5499999999221,15-15,0.005578125,1
robot-19,returning_pod,"(35,13)",844.4999999999177,848.3999999999171,15-12,0.005578125,1
robot-9,returning_pod,"(31,13)",852.1499999999165,856.1999999999159,15-12,0.00580125,1
robot-5,returning_pod,"(36,10)",877.0499999999128,880.9499999999122,15-12,0.005578125,1
robot-12,taking_pod,"(11,14)",941.9999999999029,942.7499999999028,15-12,0.0007337499999999999,0
