order_id,order_arrival,process_start_time,order_complete_time,station_id
-41,0,1,116,picker-3
-26,0,1,116,picker-3
-49,0,1,158,picker-1
-48,0,1,180,picker-1
-34,0,1,206,picker-3
-29,0,1,207,picker-1
-17,0,1,253,picker-1
-42,0,1,324,picker-2
-47,0,1,326,picker-3
-9,0,1,338,picker-1
-50,0,1,346,picker-3
-31,0,1,352,picker-2
-46,0,1,366,picker-3
-27,0,1,380,picker-2
-45,0,117,386,picker-3
-28,0,1,403,picker-2
-6,0,1,405,picker-1
-44,0,117,406,picker-3
-16,0,1,447,picker-2
-43,0,159,449,picker-1
-37,0,1,470,picker-2
