robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-14,taking_pod,"(13,11)",0.9,7.050000000000006,15-12,0.001164375,1
robot-7,delivering_pod,"(4,9)",9.150000000000011,17.250000000000014,15-12,0.002975624999999998,0
robot-16,delivering_pod,"(4,9)",11.850000000000017,19.199999999999996,15-12,0.001613125,0
robot-14,delivering_pod,"(4,15)",14.250000000000023,23.699999999999953,15-12,0.002085,0
robot-19,delivering_pod,"(4,9)",37.94999999999982,41.84999999999978,15-15,0.005578125,1
robot-3,delivering_pod,"(4,9)",45.29999999999975,49.34999999999971,15-15,0.00580125,2
robot-8,delivering_pod,"(4,9)",47.54999999999973,51.59999999999969,15-15,0.005351249999999999,1
robot-20,delivering_pod,"(4,9)",55.049999999999656,59.09999999999962,15-15,0.00580125,1
robot-9,delivering_pod,"(4,9)",59.54999999999961,63.599999999999575,15-15,0.00580125,1
robot-7,returning_pod,"(12,13)",82.20000000000026,87.00000000000044,15-12,0.00208875,1
robot-14,returning_pod,"(13,11)",103.35000000000106,108.90000000000127,15-12,0.0031781249999999995,1
robot-16,returning_pod,"(16,13)",111.00000000000135,115.20000000000151,15-12,0.005333124999999999,1
robot-14,taking_pod,"(10,14)",118.80000000000165,119.55000000000167,15-12,0.0006749999999999999,0
robot-12,returning_pod,"(14,4)",158.25000000000313,165.1500000000034,15-12,0.005132499999999998,1
