order_id,order_arrival,process_start_time,order_complete_time,station_id
-47,0,1,228,picker-2
-47,0,1,301,picker-2
-49,0,1,322,picker-3
-31,0,1,343,picker-2
-49,0,1,371,picker-3
-32,0,1,381,picker-1
-48,0,1,391,picker-3
-46,0,1,455,picker-3
-49,0,1,455,picker-3
-32,0,1,533,picker-1
-18,0,1,550,picker-1
-49,0,1,553,picker-3
-46,0,1,553,picker-3
-38,0,1,573,picker-3
-34,0,1,611,picker-3
-25,0,1,684,picker-2
-13,0,1,796,picker-2
-32,0,1,837,picker-1
-18,0,1,837,picker-1
-25,0,1,864,picker-2
-32,0,1,871,picker-1
-13,0,1,898,picker-2
-10,0,1,910,picker-1
-7,0,1,918,picker-2
-13,0,1,952,picker-2
-49,0,1,971,picker-3
-46,0,1,971,picker-3
-38,0,1,971,picker-3
-6,0,1,974,picker-1
-32,0,1,974,picker-1
-18,0,1,974,picker-1
-10,0,1,974,picker-1
-25,0,1,1001,picker-2
-7,0,1,1001,picker-2
-10,0,1,1008,picker-1
-49,0,1,1019,picker-3
-48,0,1,1019,picker-3
-47,0,1,1035,picker-2
-3,0,1,1051,picker-3
-34,0,1,1051,picker-3
-50,0,1,1081,picker-1
-10,0,1,1081,picker-1
-43,0,323,1085,picker-3
-5,0,1,1113,picker-2
-39,0,456,1130,picker-3
-44,0,229,1132,picker-2
-45,0,1,1150,picker-1
-10,0,1,1150,picker-1
-50,0,1,1150,picker-1
-40,0,392,1162,picker-3
-41,0,382,1169,picker-1
-42,0,344,1170,picker-2
-36,0,574,1179,picker-3
-10,0,1,1203,picker-1
-35,0,612,1231,picker-3
-37,0,551,1242,picker-1
-29,0,911,1313,picker-1
-27,0,975,1347,picker-1
-26,0,1052,1370,picker-3
-35,0,612,1370,picker-3
-28,0,919,1381,picker-2
-23,0,1086,1387,picker-3
-30,0,797,1401,picker-2
-24,0,1082,1405,picker-1
-33,0,685,1420,picker-2
-21,0,1131,1455,picker-3
-22,0,1114,1458,picker-2
-20,0,1133,1478,picker-2
-17,0,1163,1496,picker-3
-14,0,1180,1546,picker-3
-15,0,1171,1546,picker-2
-19,0,1151,1567,picker-1
-12,0,1232,1616,picker-3
-14,0,1180,1616,picker-3
-16,0,1170,1621,picker-1
-19,0,1151,1621,picker-1
-4,0,1371,1633,picker-3
-1,0,1388,1650,picker-3
-11,0,1243,1679,picker-1
-9,0,1314,1717,picker-1
-2,0,1382,1721,picker-2
-8,0,1348,1737,picker-1
0,120,1402,1760,picker-2
3,180,1456,1776,picker-3
-9,0,1314,1790,picker-1
2,180,1421,1798,picker-2
5,180,1479,1818,picker-2
1,180,1406,1824,picker-1
-19,0,1151,1824,picker-1
-4,0,1371,1825,picker-3
4,180,1459,1837,picker-2
7,240,1547,1856,picker-2
6,240,1497,1861,picker-3
11,360,1622,1867,picker-1
8,300,1547,1880,picker-3
9,300,1568,1887,picker-1
6,240,1497,1915,picker-3
10,300,1617,1992,picker-3
14,480,1680,2020,picker-1
11,360,1622,2052,picker-1
15,540,1718,2069,picker-1
12,420,1634,2107,picker-3
0,120,1402,2120,picker-2
16,600,1722,2154,picker-2
12,420,1634,2161,picker-3
17,600,1738,2162,picker-1
18,600,1761,2171,picker-2
20,780,1799,2188,picker-2
22,840,1825,2213,picker-1
13,420,1651,2218,picker-3
19,720,1777,2238,picker-3
16,600,1722,2259,picker-2
21,780,1819,2277,picker-2
13,420,1651,2282,picker-3
23,840,1838,2315,picker-2
10,300,1617,2316,picker-3
9,300,1568,2333,picker-1
25,900,1862,2336,picker-3
26,900,1868,2350,picker-1
24,900,1857,2354,picker-2
10,300,1617,2385,picker-3
25,900,1862,2385,picker-3
28,1020,1888,2388,picker-1
30,1080,2021,2428,picker-1
31,1140,2070,2445,picker-1
13,420,1651,2454,picker-3
25,900,1862,2454,picker-3
27,960,1881,2473,picker-3
27,960,1881,2507,picker-3
34,1200,2163,2531,picker-1
33,1200,2155,2563,picker-2
29,1080,1993,2584,picker-3
32,1140,2108,2623,picker-3
28,1020,1888,2637,picker-1
35,1200,2172,2698,picker-2
36,1200,2189,2718,picker-2
39,1260,2239,2726,picker-3
38,1260,2219,2743,picker-3
37,1200,2214,2756,picker-1
24,900,1857,2772,picker-2
40,1260,2278,2810,picker-2
42,1380,2337,2858,picker-3
45,1440,2389,2891,picker-1
47,1500,2446,2908,picker-1
46,1500,2429,2925,picker-1
43,1380,2351,2942,picker-1
41,1320,2316,2964,picker-2
48,1500,2474,2978,picker-3
44,1440,2355,2984,picker-2
49,1500,2532,3016,picker-1
50,1560,2564,3043,picker-2
40,1260,2278,3043,picker-2
51,1560,2585,3120,picker-3
52,1620,2624,3139,picker-3
53,1680,2699,3187,picker-2
54,1740,2719,3245,picker-2
57,1920,2757,3259,picker-1
55,1740,2727,3270,picker-3
58,1920,2811,3322,picker-2
56,1860,2744,3367,picker-3
64,2100,2965,3399,picker-2
48,1500,2474,3401,picker-3
61,2040,2909,3405,picker-1
