robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-14,taking_pod,"(13,13)",6.300000000000004,12.90000000000002,15-15,0.0013818750000000003,0
robot-18,taking_pod,"(12,16)",19.64999999999999,23.699999999999953,15-15,0.0057375,2
robot-3,delivering_pod,"(4,9)",23.699999999999953,27.749999999999915,15-15,0.00580125,2
robot-14,delivering_pod,"(4,15)",21.299999999999976,28.799999999999905,15-12,0.002188125,0
robot-17,delivering_pod,"(4,9)",27.449999999999918,31.34999999999988,15-15,0.005578125,1
robot-12,taking_pod,"(11,13)",33.74999999999986,38.54999999999981,15-15,0.0020725,3
robot-4,delivering_pod,"(4,9)",34.79999999999985,40.499999999999794,15-15,0.005503749999999997,3
robot-10,delivering_pod,"(4,9)",36.89999999999983,42.449999999999775,15-15,0.004901249999999999,3
robot-8,delivering_pod,"(4,9)",38.99999999999981,44.39999999999976,15-15,0.004868124999999998,2
robot-2,delivering_pod,"(4,15)",41.69999999999978,48.59999999999972,15-15,0.005029374999999999,2
robot-13,delivering_pod,"(4,15)",45.749999999999744,50.3999999999997,15-15,0.005065,1
robot-12,delivering_pod,"(4,9)",48.44999999999972,57.299999999999635,15-12,0.003962499999999999,0
robot-6,taking_pod,"(16,16)",108.30000000000125,109.20000000000128,15-15,0.0005981250000000001,0
robot-15,taking_pod,"(20,14)",112.2000000000014,114.45000000000148,15-15,0.00245875,1
robot-15,taking_pod,"(20,14)",114.45000000000148,117.7500000000016,15-12,0.0006787500000000001,1
robot-6,delivering_pod,"(4,21)",114.30000000000148,120.90000000000173,15-15,0.001381875,0
robot-15,delivering_pod,"(4,21)",125.85000000000191,132.45000000000215,15-15,0.00546,0
robot-14,returning_pod,"(13,13)",145.35000000000264,150.90000000000285,15-12,0.0031781249999999995,1
robot-2,returning_pod,"(29,13)",162.6000000000033,166.65000000000344,15-12,0.00580125,1
robot-6,returning_pod,"(16,16)",176.2500000000038,180.45000000000397,15-15,0.00130125,1
robot-17,returning_pod,"(29,16)",176.70000000000383,180.75000000000398,15-12,0.0057375,1
robot-2,taking_pod,"(11,20)",196.20000000000456,200.25000000000472,15-15,0.00580125,1
robot-18,returning_pod,"(12,16)",207.450000000005,212.25000000000517,15-15,0.0021374999999999996,1
robot-15,returning_pod,"(20,14)",214.35000000000525,218.2500000000054,15-12,0.005578125,1
robot-9,taking_pod,"(10,16)",222.00000000000554,222.60000000000556,15-12,0.0006693749999999998,0
robot-17,taking_pod,"(11,4)",222.60000000000556,229.50000000000583,15-15,0.0051224999999999994,1
robot-17,taking_pod,"(11,4)",229.50000000000583,231.6000000000059,15-12,0.002836874999999999,1
robot-8,returning_pod,"(30,13)",322.49999999999676,326.54999999999615,15-12,0.0057375,1
robot-19,taking_pod,"(17,11)",329.69999999999567,330.2999999999956,15-15,0.0006693749999999998,0
robot-5,taking_pod,"(11,10)",340.0499999999941,341.9999999999938,15-15,0.0026774999999999993,1
robot-5,taking_pod,"(11,10)",341.9999999999938,344.24999999999346,15-12,0.00245875,1
robot-19,delivering_pod,"(4,9)",352.79999999999217,356.84999999999155,15-15,0.0057375,1
robot-6,returning_pod,"(28,11)",357.2999999999915,361.1999999999909,15-12,0.005578125,1
robot-16,taking_pod,"(16,14)",360.449999999991,362.69999999999067,15-15,0.00242125,1
robot-16,taking_pod,"(16,14)",362.69999999999067,365.99999999999017,15-12,0.0005912500000000001,2
robot-12,returning_pod,"(11,13)",362.69999999999067,366.89999999999003,15-12,0.00130125,1
robot-16,delivering_pod,"(4,9)",371.0999999999894,375.1499999999888,15-15,0.001666875,1
robot-11,delivering_pod,"(4,9)",374.69999999998885,378.74999999998823,15-15,0.00580125,1
robot-12,taking_pod,"(36,7)",374.2499999999889,380.8499999999879,15-12,0.0013431250000000001,0
robot-6,delivering_pod,"(4,21)",405.14999999998423,409.04999999998364,15-15,0.005578125,1
robot-20,taking_pod,"(36,8)",425.99999999998107,432.59999999998007,15-12,0.0013818750000000003,0
robot-15,taking_pod,"(14,19)",436.79999999997943,440.9999999999788,15-15,0.005333124999999999,1
robot-13,taking_pod,"(16,16)",441.29999999997875,447.5999999999778,15-15,0.004117499999999999,1
robot-3,returning_pod,"(25,8)",451.79999999997716,455.84999999997655,15-12,0.00580125,1
robot-13,delivering_pod,"(4,21)",452.699999999977,459.299999999976,15-15,0.001381875,1
robot-19,returning_pod,"(17,11)",456.8999999999764,462.29999999997557,15-12,0.005966249999999999,1
robot-15,delivering_pod,"(4,21)",455.84999999997655,463.3499999999754,15-15,0.0024193749999999992,1
robot-6,returning_pod,"(34,11)",467.3999999999748,471.2999999999742,15-12,0.005578125,2
robot-5,returning_pod,"(11,10)",470.99999999997425,477.8999999999732,15-12,0.005196249999999998,1
robot-19,taking_pod,"(20,28)",478.34999999997314,478.94999999997304,15-15,0.0006693749999999998,0
robot-16,returning_pod,"(16,14)",487.0499999999718,489.2999999999715,15-15,0.0023949999999999996,1
robot-16,returning_pod,"(16,14)",489.2999999999715,492.599999999971,15-12,0.0005912500000000001,1
robot-3,taking_pod,"(12,16)",494.9999999999706,499.04999999997,15-15,0.0057375,1
