order_id,order_arrival,process_start_time,order_complete_time,station_id
-45,0,1,62,picker-3
-46,0,1,74,picker-2
-50,0,1,106,picker-2
-47,0,1,151,picker-2
-40,0,1,166,picker-1
-10,0,1,173,picker-3
-49,0,1,214,picker-2
-48,0,1,214,picker-2
-39,0,1,263,picker-1
-34,0,1,291,picker-1
-37,0,1,302,picker-3
-25,0,1,313,picker-1
-1,0,1,327,picker-2
-38,0,1,336,picker-3
-36,0,1,336,picker-3
-20,0,1,358,picker-3
-43,0,75,367,picker-2
-44,0,63,381,picker-3
-23,0,1,386,picker-1
-9,0,1,408,picker-1
-33,0,174,453,picker-3
-29,0,292,495,picker-1
-41,0,152,505,picker-2
-30,0,264,515,picker-1
-27,0,314,536,picker-1
-28,0,303,550,picker-3
-32,0,215,617,picker-2
-31,0,215,639,picker-2
-24,0,337,658,picker-3
-26,0,328,661,picker-2
-19,0,368,684,picker-2
-17,0,387,689,picker-1
-21,0,359,702,picker-3
-18,0,382,725,picker-3
-16,0,409,732,picker-1
-22,0,337,747,picker-3
-35,0,167,754,picker-1
-42,0,107,773,picker-2
-14,0,496,848,picker-1
-13,0,506,873,picker-2
-15,0,454,880,picker-3
-11,0,537,892,picker-1
-8,0,551,903,picker-3
