robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-17,taking_pod,"(20,14)",12.000000000000018,15.300000000000026,15-15,0.00063,1
robot-5,delivering_pod,"(4,9)",15.300000000000026,21.74999999999997,15-15,0.001381875,0
robot-17,delivering_pod,"(4,9)",21.89999999999997,28.499999999999908,15-15,0.00546,1
robot-10,taking_pod,"(11,10)",26.399999999999928,33.59999999999986,15-15,0.004687499999999999,2
robot-10,taking_pod,"(11,10)",33.59999999999986,35.84999999999984,15-12,0.0023949999999999996,1
robot-6,delivering_pod,"(4,15)",32.999999999999865,37.04999999999983,15-15,0.00580125,1
robot-3,delivering_pod,"(4,15)",37.199999999999825,41.24999999999979,15-15,0.00580125,2
robot-1,delivering_pod,"(4,9)",39.299999999999805,43.499999999999766,15-15,0.005266874999999999,2
robot-7,delivering_pod,"(4,15)",43.04999999999977,46.94999999999973,15-15,0.005488124999999999,1
robot-13,returning_pod,"(10,22)",77.8500000000001,81.75000000000024,15-12,0.005578125,1
