robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-16,taking_pod,"(10,11)",6.450000000000005,7.350000000000007,15-12,0.000598125,0
robot-8,taking_pod,"(17,11)",0.44999999999999996,8.100000000000009,15-15,0.002806874999999998,1
robot-19,taking_pod,"(10,4)",6.0000000000000036,12.60000000000002,15-27,0.001381875,0
robot-7,delivering_pod,"(4,15)",12.60000000000002,20.69999999999998,15-18,0.002975624999999998,0
robot-11,delivering_pod,"(4,21)",18.9,22.94999999999996,15-21,0.00580125,1
robot-15,taking_pod,"(17,10)",18.300000000000004,23.84999999999995,15-9,0.0030756249999999985,1
robot-6,taking_pod,"(14,7)",21.149999999999977,25.499999999999936,15-3,0.005103749999999998,1
robot-7,delivering_pod,"(4,15)",20.69999999999998,25.499999999999936,15-15,0.0021374999999999996,2
robot-5,delivering_pod,"(4,15)",23.549999999999955,27.599999999999916,15-15,0.005171249999999999,1
robot-2,delivering_pod,"(4,15)",24.449999999999946,28.499999999999908,15-21,0.0057375,1
robot-17,delivering_pod,"(4,21)",25.649999999999935,29.699999999999896,15-27,0.00580125,2
robot-6,taking_pod,"(14,7)",30.149999999999892,31.049999999999883,15-6,0.0006093750000000001,0
robot-12,delivering_pod,"(4,9)",27.449999999999918,31.49999999999988,15-9,0.0057375,1
robot-18,taking_pod,"(13,29)",28.649999999999906,32.849999999999866,15-27,0.005321874999999999,1
robot-8,delivering_pod,"(4,15)",30.599999999999888,34.64999999999985,15-15,0.0057375,2
robot-15,delivering_pod,"(4,15)",31.199999999999882,35.84999999999984,15-9,0.0025593749999999996,1
robot-13,delivering_pod,"(4,15)",32.39999999999987,36.74999999999983,15-15,0.005086249999999999,1
robot-9,delivering_pod,"(4,15)",34.049999999999855,38.09999999999982,15-9,0.005261249999999999,1
robot-20,taking_pod,"(13,23)",34.64999999999985,38.84999999999981,15-21,0.005263124999999998,1
robot-6,delivering_pod,"(4,15)",36.149999999999835,40.1999999999998,15-6,0.001666875,0
robot-3,delivering_pod,"(4,15)",39.299999999999805,43.34999999999977,15-15,0.0057375,1
robot-6,delivering_pod,"(4,15)",40.1999999999998,44.99999999999975,15-3,0.0020725,1
robot-4,delivering_pod,"(4,15)",43.19999999999977,47.24999999999973,15-21,0.0057375,1
robot-16,delivering_pod,"(44,9)",46.799999999999734,50.849999999999696,15-12,0.00580125,1
robot-18,delivering_pod,"(4,15)",45.44999999999975,52.949999999999676,15-30,0.002188125,0
robot-1,delivering_pod,"(4,15)",50.5499999999997,54.44999999999966,15-9,0.005578125,1
robot-18,delivering_pod,"(4,15)",52.949999999999676,57.74999999999963,15-27,0.0021374999999999996,1
robot-10,delivering_pod,"(44,9)",54.89999999999966,58.94999999999962,15-12,0.00580125,1
robot-20,delivering_pod,"(4,21)",51.44999999999969,58.94999999999962,15-24,0.002188125,0
robot-20,delivering_pod,"(4,21)",58.94999999999962,63.749999999999574,15-21,0.0021374999999999996,1
