robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-12,taking_pod,"(11,13)",11.250000000000016,15.450000000000026,15-12,0.00130125,1
robot-16,delivering_pod,"(4,21)",21.149999999999977,25.19999999999994,15-15,0.00580125,2
robot-19,delivering_pod,"(4,21)",23.09999999999996,27.29999999999992,15-15,0.0052456249999999986,3
robot-15,taking_pod,"(16,16)",28.049999999999912,28.949999999999903,15-15,0.0006093750000000001,2
robot-18,delivering_pod,"(4,21)",25.19999999999994,29.3999999999999,15-15,0.004933124999999998,3
robot-12,delivering_pod,"(4,21)",22.04999999999997,30.899999999999885,15-12,0.003962499999999999,0
robot-11,delivering_pod,"(4,21)",27.29999999999992,31.49999999999988,15-15,0.004895624999999999,2
robot-13,delivering_pod,"(4,9)",29.2499999999999,33.59999999999986,15-15,0.004863749999999999,2
robot-6,delivering_pod,"(4,21)",32.999999999999865,37.199999999999825,15-15,0.005488124999999999,1
robot-15,delivering_pod,"(4,9)",35.54999999999984,42.14999999999978,15-15,0.001381875,0
robot-1,returning_pod,"(11,10)",87.75000000000047,94.65000000000073,15-12,0.005132499999999998,1
robot-14,returning_pod,"(12,16)",94.20000000000071,99.0000000000009,15-15,0.0021374999999999996,1
robot-14,taking_pod,"(36,11)",110.55000000000133,114.45000000000148,15-15,0.00157125,0
robot-1,taking_pod,"(12,25)",114.15000000000147,114.75000000000149,15-12,0.0006693749999999998,1
robot-14,taking_pod,"(36,11)",114.45000000000148,119.25000000000166,15-12,0.0020725,1
robot-7,delivering_pod,"(4,15)",134.70000000000223,138.60000000000238,15-15,0.005578125,1
robot-10,taking_pod,"(13,20)",156.15000000000305,156.90000000000308,15-12,0.0008924999999999998,0
robot-20,delivering_pod,"(4,15)",187.80000000000425,192.60000000000443,15-15,0.0020725,1
robot-8,delivering_pod,"(4,15)",269.5500000000048,273.6000000000042,15-15,0.00580125,1
