order_id,order_arrival,process_start_time,order_complete_time,station_id
-45,0,1,55,picker-1
-34,0,1,66,picker-3
-25,0,1,77,picker-2
-42,0,1,80,picker-1
-48,0,1,99,picker-3
-32,0,1,100,picker-1
-50,0,1,123,picker-1
-29,0,1,161,picker-2
-40,0,1,167,picker-1
-21,0,1,253,picker-3
-2,0,1,372,picker-2
-35,0,1,394,picker-3
-44,0,56,404,picker-1
-47,0,1,461,picker-2
-49,0,1,528,picker-2
-43,0,67,550,picker-3
-36,0,101,588,picker-1
-37,0,100,590,picker-3
-17,0,1,624,picker-3
-30,0,168,629,picker-1
-28,0,254,645,picker-3
-27,0,373,728,picker-2
-24,0,405,742,picker-1
-19,0,551,772,picker-3
-33,0,124,809,picker-1
-22,0,462,862,picker-2
-15,0,625,932,picker-3
-14,0,630,950,picker-1
-39,0,78,951,picker-2
-13,0,646,1015,picker-3
-10,0,773,1077,picker-3
-11,0,743,1113,picker-1
-16,0,591,1172,picker-3
-8,0,863,1183,picker-2
-20,0,529,1223,picker-2
-41,0,1,1291,picker-1
-5,0,952,1306,picker-2
-6,0,951,1358,picker-1
-3,0,1078,1424,picker-3
1,360,1184,1518,picker-2
4,540,1307,1777,picker-2
-1,0,1114,1815,picker-1
6,660,1425,1920,picker-3
7,660,1519,1921,picker-2
2,480,1224,1961,picker-2
5,600,1359,2078,picker-1
10,720,1921,2083,picker-3
9,720,1816,2118,picker-1
-38,0,81,2138,picker-1
11,780,1922,2202,picker-2
12,780,1962,2247,picker-2
13,780,2079,2276,picker-1
14,780,2084,2301,picker-3
18,1080,2248,2496,picker-2
20,1080,2302,2535,picker-3
-12,0,729,2708,picker-2
21,1080,2497,2728,picker-2
23,1140,2709,2895,picker-2
24,1200,2729,2915,picker-2
25,1200,2896,3138,picker-2
