robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-2,taking_pod,"(18,13)",7.350000000000007,8.100000000000009,15-15,0.0006749999999999999,0
robot-13,taking_pod,"(16,17)",13.800000000000022,14.550000000000024,15-15,0.0007337499999999999,0
robot-1,delivering_pod,"(4,9)",15.750000000000027,23.249999999999957,15-12,0.002188125,0
robot-8,delivering_pod,"(4,21)",11.400000000000016,27.599999999999916,15-12,0.003971874999999998,0
robot-13,delivering_pod,"(4,9)",20.549999999999983,28.049999999999912,15-15,0.002188125,2
robot-2,delivering_pod,"(4,21)",25.04999999999994,29.999999999999893,15-15,0.00523875,3
robot-12,taking_pod,"(18,11)",26.849999999999923,31.799999999999876,15-15,0.002200625,2
robot-16,taking_pod,"(13,16)",32.24999999999987,32.849999999999866,15-15,0.0005793749999999999,1
robot-14,delivering_pod,"(4,9)",28.949999999999903,35.84999999999984,15-15,0.005354374999999999,1
robot-7,delivering_pod,"(4,9)",36.299999999999834,40.349999999999795,15-15,0.005711249999999999,1
robot-4,delivering_pod,"(4,9)",42.14999999999978,46.19999999999974,15-15,0.00558375,1
robot-12,delivering_pod,"(4,9)",53.54999999999967,57.59999999999963,15-15,0.0057375,1
robot-19,taking_pod,"(10,4)",59.99999999999961,60.5999999999996,15-12,0.0006693749999999998,0
robot-1,returning_pod,"(13,11)",76.35000000000004,81.90000000000025,15-12,0.0030756249999999985,1
robot-5,returning_pod,"(12,16)",104.2500000000011,109.05000000000128,15-15,0.0021374999999999996,1
