robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-6,taking_pod,"(13,5)",2.0999999999999996,8.85000000000001,15-12,0.0022012499999999996,2
robot-1,taking_pod,"(11,5)",7.350000000000007,9.300000000000011,15-15,0.0025874999999999995,1
robot-17,taking_pod,"(18,2)",1.9499999999999995,13.20000000000002,15-12,0.0037162499999999978,2
robot-1,taking_pod,"(11,5)",9.300000000000011,15.150000000000025,15-12,0.0025962499999999996,1
robot-12,delivering_pod,"(4,21)",37.49999999999982,41.399999999999785,15-15,0.005578125,1
robot-14,returning_pod,"(36,11)",320.2499999999971,324.2999999999965,15-12,0.0057375,1
robot-11,returning_pod,"(14,8)",327.89999999999594,334.6499999999949,15-12,0.005049374999999999,1
robot-7,returning_pod,"(12,8)",336.1499999999947,342.89999999999367,15-12,0.005049374999999999,1
robot-6,delivering_pod,"(4,21)",349.7999999999926,353.849999999992,15-15,0.0057375,1
robot-16,delivering_pod,"(4,9)",360.74999999999096,364.79999999999035,15-15,0.0057375,2
robot-20,delivering_pod,"(4,9)",362.5499999999907,366.89999999999003,15-15,0.005086249999999999,1
robot-17,returning_pod,"(25,8)",376.64999999998855,380.69999999998794,15-12,0.0057375,1
robot-13,delivering_pod,"(4,15)",379.7999999999881,383.84999999998746,15-15,0.0057375,1
robot-8,taking_pod,"(10,20)",385.19999999998726,389.24999999998664,15-15,0.0057375,1
robot-18,returning_pod,"(11,10)",390.7499999999864,397.4999999999854,15-12,0.005049374999999999,1
robot-5,taking_pod,"(13,13)",412.4999999999831,413.399999999983,15-12,0.0006093750000000001,0
robot-5,delivering_pod,"(4,15)",419.999999999982,427.49999999998084,15-12,0.002188125,1
robot-16,returning_pod,"(17,13)",427.0499999999809,431.0999999999803,15-12,0.00558375,1
robot-20,returning_pod,"(32,11)",435.89999999997957,439.94999999997896,15-12,0.0057375,1
robot-16,delivering_pod,"(4,21)",448.49999999997766,455.09999999997666,15-15,0.00546,0
robot-13,taking_pod,"(10,16)",471.1499999999742,471.8999999999741,15-12,0.0008287499999999998,1
robot-9,returning_pod,"(26,10)",469.4999999999745,473.3999999999739,15-12,0.005578125,1
robot-5,returning_pod,"(13,13)",491.2499999999712,496.79999999997034,15-12,0.0031781249999999995,1
robot-5,taking_pod,"(32,8)",502.79999999996943,509.39999999996843,15-12,0.001381875,1
robot-16,returning_pod,"(20,14)",505.94999999996895,511.19999999996816,15-12,0.005199999999999998,1
robot-13,taking_pod,"(13,7)",532.049999999965,532.649999999965,15-12,0.0006693749999999998,0
robot-18,returning_pod,"(36,8)",539.249999999964,543.1499999999634,15-12,0.005578125,1
robot-20,returning_pod,"(24,8)",544.0499999999632,547.9499999999626,15-12,0.005578125,1
robot-15,delivering_pod,"(4,9)",546.5999999999628,550.6499999999622,15-15,0.00580125,1
robot-16,delivering_pod,"(4,9)",551.0999999999622,554.9999999999616,15-15,0.005578125,1
robot-4,returning_pod,"(24,13)",570.1499999999593,574.0499999999587,15-12,0.005578125,1
robot-4,taking_pod,"(13,8)",593.6999999999557,597.7499999999551,15-12,0.0016668750000000002,0
robot-8,returning_pod,"(37,10)",601.3499999999545,605.249999999954,15-12,0.005578125,1
robot-6,delivering_pod,"(4,15)",605.099999999954,608.9999999999534,15-15,0.005578125,1
robot-16,returning_pod,"(31,14)",622.1999999999514,626.2499999999508,15-12,0.0057375,2
robot-7,returning_pod,"(36,10)",624.1499999999511,628.4999999999504,15-12,0.005086249999999999,1
robot-14,taking_pod,"(13,14)",646.4999999999477,647.2499999999476,15-12,0.0006749999999999999,0
robot-1,delivering_pod,"(4,21)",650.849999999947,655.0499999999464,15-15,0.005408124999999998,1
robot-4,returning_pod,"(13,8)",670.649999999944,677.399999999943,15-12,0.005049374999999999,1
robot-12,returning_pod,"(13,10)",684.5999999999419,691.4999999999409,15-12,0.005132499999999998,2
robot-19,returning_pod,"(28,11)",686.3999999999417,693.1499999999406,15-12,0.005382499999999998,1
robot-5,delivering_pod,"(4,15)",694.4999999999404,698.5499999999398,15-15,0.00580125,2
robot-10,returning_pod,"(11,16)",695.2499999999403,702.8999999999392,15-15,0.002115625,2
robot-7,delivering_pod,"(4,15)",698.9999999999397,704.8499999999389,15-15,0.005572499999999998,1
robot-1,returning_pod,"(30,13)",706.4999999999386,710.399999999938,15-12,0.005578125,1
robot-10,taking_pod,"(30,4)",715.7999999999372,719.8499999999366,15-15,0.001628125,0
robot-10,taking_pod,"(30,4)",719.8499999999366,724.6499999999359,15-12,0.0020725,2
robot-3,returning_pod,"(24,11)",721.3499999999364,726.5999999999356,15-12,0.005199999999999998,1
robot-14,returning_pod,"(13,14)",731.3999999999348,736.1999999999341,15-15,0.0021374999999999996,1
