order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,1,125,picker-3
-45,0,1,125,picker-3
-11,0,1,125,picker-3
-31,0,1,222,picker-1
-37,0,1,250,picker-1
-29,0,1,250,picker-1
-33,0,1,261,picker-1
-14,0,1,278,picker-2
-8,0,1,278,picker-2
-21,0,1,282,picker-3
-25,0,1,353,picker-1
-10,0,1,398,picker-3
-5,0,1,410,picker-1
-2,0,1,473,picker-2
-49,0,1,504,picker-2
-48,0,1,545,picker-2
-12,0,1,558,picker-2
-46,0,126,566,picker-3
-47,0,1,582,picker-3
-39,0,262,589,picker-1
-44,0,126,590,picker-3
-41,0,251,597,picker-1
-42,0,223,605,picker-1
-43,0,126,606,picker-3
-40,0,251,626,picker-1
-36,0,279,626,picker-2
-38,0,279,651,picker-2
-35,0,283,667,picker-3
-34,0,354,685,picker-1
-32,0,399,713,picker-3
-27,0,505,718,picker-2
-30,0,411,722,picker-1
-28,0,474,734,picker-2
