order_id,order_arrival,process_start_time,order_complete_time,station_id
-47,0,1,29,picker-1
-31,0,1,86,picker-2
-44,0,1,99,picker-1
-19,0,1,99,picker-1
-42,0,1,119,picker-1
-38,0,1,139,picker-1
-45,0,1,166,picker-3
-30,0,1,168,picker-1
-3,0,1,221,picker-2
-17,0,1,270,picker-3
-46,0,1,278,picker-2
-41,0,1,300,picker-2
-21,0,1,322,picker-2
-33,0,1,367,picker-3
-5,0,1,411,picker-2
-50,0,30,450,picker-1
-21,0,1,488,picker-2
-15,0,1,491,picker-3
-43,0,100,521,picker-1
-40,0,120,541,picker-1
-49,0,87,544,picker-2
-48,0,100,562,picker-1
-6,0,1,689,picker-3
-35,0,222,709,picker-2
-39,0,140,723,picker-1
-50,0,30,723,picker-1
-16,0,1,739,picker-3
-6,0,1,739,picker-3
-37,0,167,761,picker-3
-36,0,169,789,picker-1
-35,0,222,800,picker-2
-6,0,1,812,picker-3
-16,0,1,846,picker-3
-6,0,1,846,picker-3
-29,0,301,866,picker-2
-32,0,279,888,picker-2
-16,0,1,897,picker-3
-33,0,1,931,picker-3
-16,0,1,931,picker-3
-28,0,323,938,picker-2
-32,0,279,938,picker-2
-16,0,1,982,picker-3
-39,0,140,1000,picker-1
-34,0,271,1010,picker-3
-16,0,1,1010,picker-3
-26,0,412,1027,picker-2
-25,0,451,1041,picker-1
-6,0,1,1060,picker-3
-23,0,522,1062,picker-1
-27,0,368,1127,picker-3
-39,0,140,1132,picker-1
-20,0,545,1168,picker-2
-24,0,492,1239,picker-3
-14,0,690,1261,picker-3
-13,0,710,1291,picker-2
-39,0,140,1296,picker-1
-22,0,542,1319,picker-1
