order_id,order_arrival,process_start_time,order_complete_time,station_id
-44,0,1,88,picker-1
-23,0,1,88,picker-1
-45,0,1,181,picker-2
-42,0,1,187,picker-1
-13,0,1,187,picker-1
-48,0,1,210,picker-1
-50,0,1,214,picker-3
-50,0,1,277,picker-3
-18,0,1,299,picker-1
-46,0,1,311,picker-3
-2,0,1,311,picker-3
-22,0,1,326,picker-2
-17,0,1,326,picker-2
-39,0,1,333,picker-3
-21,0,1,360,picker-2
-47,0,1,378,picker-3
-41,0,89,386,picker-1
-15,0,1,401,picker-2
-43,0,89,406,picker-1
-49,0,1,422,picker-3
-37,0,188,427,picker-1
-45,0,1,453,picker-2
-22,0,1,453,picker-2
-21,0,1,453,picker-2
-17,0,1,453,picker-2
-15,0,1,453,picker-2
-38,0,188,472,picker-1
-35,0,215,476,picker-3
-6,0,1,520,picker-2
-36,0,211,538,picker-1
-40,0,182,542,picker-2
-49,0,1,629,picker-3
-30,0,327,662,picker-2
-39,0,1,678,picker-3
-31,0,327,688,picker-2
-21,0,1,688,picker-2
-34,0,300,716,picker-1
-33,0,312,723,picker-3
-28,0,361,730,picker-2
-32,0,312,767,picker-3
-35,0,215,796,picker-3
-29,0,334,840,picker-3
-26,0,387,849,picker-1
-6,0,1,870,picker-2
-25,0,402,890,picker-2
-27,0,379,952,picker-3
-24,0,407,957,picker-1
-19,0,428,979,picker-1
-20,0,423,996,picker-3
-34,0,300,1075,picker-1
-34,0,300,1192,picker-1
-34,0,300,1221,picker-1
-14,0,477,1264,picker-3
-12,0,521,1429,picker-2
-10,0,543,1449,picker-2
-34,0,300,1471,picker-1
-9,0,663,1509,picker-2
-34,0,300,1522,picker-1
-12,0,521,1535,picker-2
-8,0,689,1578,picker-2
-16,0,473,1589,picker-1
-11,0,539,1611,picker-1
-5,0,724,1636,picker-3
-4,0,731,1636,picker-2
-12,0,521,1636,picker-2
-16,0,473,1639,picker-1
-5,0,724,1662,picker-3
-14,0,477,1713,picker-3
-16,0,473,1734,picker-1
-7,0,717,1779,picker-1
-3,0,768,1780,picker-3
1,480,891,1791,picker-2
0,360,850,1824,picker-1
-5,0,724,1875,picker-3
-1,0,841,1897,picker-3
2,540,953,1964,picker-3
-16,0,473,2014,picker-1
5,600,997,2031,picker-3
4,540,980,2036,picker-1
3,540,958,2059,picker-1
7,660,1430,2059,picker-2
6,660,1265,2076,picker-3
9,720,1510,2079,picker-2
8,660,1450,2106,picker-2
1,480,891,2106,picker-2
2,540,953,2133,picker-3
11,720,1590,2136,picker-1
10,720,1579,2150,picker-2
12,720,1612,2159,picker-1
13,720,1637,2161,picker-3
5,600,997,2161,picker-3
14,720,1637,2172,picker-2
15,720,1780,2181,picker-1
16,720,1781,2201,picker-3
18,780,1825,2293,picker-1
7,660,1430,2312,picker-2
19,900,1898,2377,picker-3
7,660,1430,2385,picker-2
7,660,1430,2436,picker-2
20,900,1965,2440,picker-3
17,780,1792,2525,picker-2
24,1020,2060,2640,picker-2
21,960,2032,2640,picker-3
27,1140,2107,2684,picker-2
25,1020,2077,2707,picker-3
29,1140,2151,2724,picker-2
22,960,2037,2733,picker-1
26,1080,2080,2744,picker-2
23,1020,2060,2756,picker-1
31,1140,2162,2776,picker-3
28,1140,2137,2800,picker-1
21,960,2032,2802,picker-3
32,1200,2173,2806,picker-2
30,1140,2160,2823,picker-1
34,1200,2202,2823,picker-3
22,960,2037,2857,picker-1
30,1140,2160,2857,picker-1
33,1200,2182,2867,picker-1
38,1320,2526,2884,picker-2
35,1200,2294,2911,picker-1
36,1260,2378,2948,picker-3
39,1320,2641,2965,picker-2
37,1260,2441,2999,picker-3
21,960,2032,2999,picker-3
41,1380,2685,3073,picker-2
32,1200,2173,3073,picker-2
44,1500,2734,3113,picker-1
43,1500,2725,3139,picker-2
39,1320,2641,3139,picker-2
45,1500,2745,3165,picker-2
32,1200,2173,3165,picker-2
40,1320,2641,3193,picker-3
36,1260,2378,3193,picker-3
46,1500,2757,3212,picker-1
42,1440,2708,3237,picker-3
