order_id,order_arrival,process_start_time,order_complete_time,station_id
-44,0,1,112,picker-1
-7,0,1,130,picker-2
-43,0,1,144,picker-1
-46,0,1,162,picker-2
-22,0,1,162,picker-2
-38,0,1,162,picker-2
-49,0,1,306,picker-3
-24,0,1,313,picker-2
-48,0,1,328,picker-3
-16,0,1,358,picker-2
-19,0,1,378,picker-3
-13,0,1,378,picker-3
-18,0,1,401,picker-3
-12,0,1,423,picker-3
-36,0,1,446,picker-1
-47,0,131,453,picker-2
-11,0,1,491,picker-1
-41,0,163,498,picker-2
-10,0,1,513,picker-1
-39,0,307,534,picker-3
-50,0,113,536,picker-1
-1,0,1,580,picker-1
-40,0,163,585,picker-2
-45,0,145,602,picker-1
-42,0,163,607,picker-2
-37,0,314,630,picker-2
-35,0,329,637,picker-3
-33,0,379,657,picker-3
-34,0,359,697,picker-2
-28,0,454,729,picker-2
-27,0,492,737,picker-1
-30,0,424,740,picker-3
-32,0,379,762,picker-3
-26,0,499,767,picker-2
-29,0,447,802,picker-1
-31,0,402,807,picker-3
-25,0,514,892,picker-1
-17,0,586,893,picker-2
-23,0,535,896,picker-3
-8,0,638,941,picker-3
-14,0,608,957,picker-2
-21,0,537,981,picker-1
-6,0,658,984,picker-3
-9,0,631,998,picker-2
