order_id,order_arrival,process_start_time,order_complete_time,station_id
-49,0,1,107,picker-1
-45,0,1,150,picker-3
-50,0,1,155,picker-2
-48,0,1,194,picker-2
-46,0,1,207,picker-3
-44,0,108,208,picker-1
-47,0,1,247,picker-2
-42,0,156,267,picker-2
-39,0,209,297,picker-1
-43,0,151,319,picker-3
-41,0,195,321,picker-2
-42,0,156,321,picker-2
-43,0,151,353,picker-3
-40,0,208,372,picker-3
-38,0,209,409,picker-2
-35,0,268,421,picker-3
-37,0,248,428,picker-2
-33,0,320,453,picker-3
-34,0,298,463,picker-1
-36,0,268,524,picker-2
-30,0,373,567,picker-3
-28,0,422,586,picker-3
-32,0,322,601,picker-2
-26,0,422,603,picker-3
-31,0,322,728,picker-2
-38,0,209,728,picker-2
-23,0,454,734,picker-3
-29,0,410,781,picker-2
-31,0,322,781,picker-2
-27,0,422,815,picker-2
-31,0,322,815,picker-2
-25,0,429,835,picker-2
-21,0,525,854,picker-2
-24,0,429,860,picker-1
-22,0,464,895,picker-1
-18,0,568,996,picker-3
-24,0,429,1021,picker-1
-22,0,464,1021,picker-1
-17,0,587,1024,picker-3
-16,0,602,1061,picker-2
-22,0,464,1094,picker-1
-20,0,525,1113,picker-1
-15,0,604,1143,picker-3
-25,0,429,1162,picker-2
-14,0,729,1182,picker-2
-13,0,735,1220,picker-3
-12,0,782,1229,picker-2
-9,0,855,1285,picker-2
-19,0,525,1301,picker-1
-11,0,816,1304,picker-2
-8,0,861,1321,picker-1
-10,0,836,1342,picker-2
-6,0,896,1390,picker-3
-4,0,896,1414,picker-3
-7,0,896,1417,picker-1
-19,0,525,1490,picker-1
-15,0,604,1536,picker-3
-5,0,896,1563,picker-1
-15,0,604,1568,picker-3
-5,0,896,1597,picker-1
-2,0,997,1645,picker-3
1,360,1062,1661,picker-2
0,360,1025,1703,picker-3
-3,0,896,1732,picker-1
2,420,1114,1751,picker-1
6,540,1230,1755,picker-2
3,420,1144,1761,picker-3
4,420,1183,1772,picker-2
5,480,1221,1780,picker-3
