robot_name,robot_state,robot_destination,intersection_start_time,intersection_finish_time,intersection_id,energy_consumption_intersection,queueing_robot
robot-4,taking_pod,"(10,8)",0.6,4.950000000000001,15-12,0.0005099999999999999,1
robot-10,taking_pod,"(17,20)",16.050000000000026,16.65000000000002,15-15,0.0006693749999999998,0
robot-1,delivering_pod,"(4,15)",29.549999999999898,33.59999999999986,15-15,0.00580125,2
robot-6,taking_pod,"(11,13)",36.44999999999983,37.349999999999824,15-12,0.0006093750000000001,0
robot-11,delivering_pod,"(4,21)",32.999999999999865,37.94999999999982,15-15,0.002158125,3
robot-12,delivering_pod,"(4,15)",34.64999999999985,39.7499999999998,15-15,0.005139374999999998,3
robot-18,delivering_pod,"(4,15)",36.59999999999983,41.549999999999784,15-15,0.004868750000000001,2
robot-15,delivering_pod,"(4,15)",38.69999999999981,43.649999999999764,15-15,0.004826249999999997,2
robot-17,taking_pod,"(12,16)",41.69999999999978,44.99999999999975,15-15,0.0006787500000000001,1
robot-6,delivering_pod,"(4,15)",43.94999999999976,52.79999999999968,15-12,0.003962499999999999,0
robot-16,delivering_pod,"(4,15)",48.899999999999714,52.949999999999676,15-15,0.005642499999999999,1
robot-19,delivering_pod,"(4,9)",54.59999999999966,58.49999999999962,15-15,0.005488124999999999,1
robot-19,returning_pod,"(29,13)",126.60000000000194,131.70000000000212,15-12,0.005604999999999999,1
robot-14,delivering_pod,"(4,9)",126.15000000000192,132.75000000000216,15-15,0.001381875,0
robot-20,taking_pod,"(20,14)",134.85000000000224,135.75000000000227,15-15,0.0006093750000000001,0
robot-20,delivering_pod,"(4,9)",142.35000000000252,148.95000000000277,15-15,0.00546,0
robot-4,taking_pod,"(16,22)",172.05000000000365,172.65000000000367,15-15,0.0006693749999999998,0
robot-7,delivering_pod,"(4,21)",193.95000000000448,197.85000000000463,15-15,0.005578125,1
robot-14,returning_pod,"(16,16)",210.6000000000051,214.80000000000527,15-15,0.00130125,1
robot-20,returning_pod,"(20,14)",213.60000000000522,217.65000000000538,15-12,0.0057375,1
robot-14,taking_pod,"(11,19)",221.40000000000552,222.15000000000555,15-15,0.0008287499999999998,0
robot-5,delivering_pod,"(4,21)",226.95000000000573,231.00000000000588,15-15,0.00580125,1
robot-14,delivering_pod,"(4,21)",244.6500000000064,249.45000000000658,15-15,0.0021374999999999996,1
robot-20,taking_pod,"(10,16)",241.20000000000627,251.25000000000665,15-15,0.00153375,0
robot-12,delivering_pod,"(4,21)",316.9499999999976,320.999999999997,15-15,0.0057375,2
robot-17,returning_pod,"(12,16)",319.79999999999717,325.0499999999964,15-15,0.002176875,1
robot-15,taking_pod,"(13,5)",325.94999999999624,332.8499999999952,15-15,0.0051224999999999994,1
robot-15,taking_pod,"(13,5)",332.8499999999952,334.9499999999949,15-12,0.002836874999999999,1
robot-17,taking_pod,"(38,2)",336.5999999999946,340.49999999999403,15-15,0.00157125,0
robot-17,taking_pod,"(38,2)",340.49999999999403,345.2999999999933,15-12,0.0020725,1
robot-16,returning_pod,"(29,16)",348.5999999999928,352.6499999999922,15-12,0.00580125,1
robot-7,taking_pod,"(16,16)",352.0499999999923,358.3499999999913,15-15,0.004117499999999999,1
robot-7,delivering_pod,"(4,21)",363.44999999999055,370.04999999998955,15-15,0.001381875,0
robot-19,taking_pod,"(16,14)",385.34999999998723,387.5999999999869,15-15,0.00245875,1
robot-19,taking_pod,"(16,14)",387.5999999999869,390.8999999999864,15-12,0.0005912500000000001,4
robot-18,returning_pod,"(25,8)",386.999999999987,391.04999999998637,15-12,0.0057375,3
robot-6,returning_pod,"(11,13)",390.7499999999864,394.7999999999858,15-12,0.001233125,2
robot-3,returning_pod,"(14,8)",388.9499999999867,395.9999999999856,15-12,0.004731875,1
robot-19,delivering_pod,"(4,21)",395.9999999999856,400.049999999985,15-15,0.001666875,0
robot-6,taking_pod,"(34,11)",402.1499999999847,408.7499999999837,15-12,0.0013431250000000001,0
robot-16,delivering_pod,"(4,21)",410.84999999998337,414.89999999998275,15-15,0.00580125,1
robot-3,taking_pod,"(11,25)",416.0999999999826,416.6999999999825,15-12,0.0005793749999999999,0
robot-6,delivering_pod,"(4,9)",446.399999999978,450.2999999999774,15-15,0.005578125,1
robot-15,delivering_pod,"(4,9)",479.9999999999729,483.8999999999723,15-15,0.005578125,1
robot-12,returning_pod,"(22,13)",484.6499999999722,488.5499999999716,15-12,0.005578125,1
robot-13,delivering_pod,"(4,9)",486.4499999999719,490.4999999999713,15-15,0.00580125,1
robot-10,returning_pod,"(36,11)",489.1499999999715,493.1999999999709,15-12,0.0057375,1
