order_id,order_arrival,process_start_time,order_complete_time,station_id
-50,0,1,187,picker-1
-49,0,1,207,picker-1
-48,0,1,259,picker-1
-46,0,1,289,picker-1
-44,0,1,290,picker-2
-43,0,1,298,picker-2
-47,0,1,300,picker-1
-45,0,1,320,picker-1
-42,0,1,403,picker-2
-41,0,1,419,picker-2
-40,0,1,441,picker-2
-39,0,1,452,picker-2
-37,0,1,467,picker-3
-38,0,1,475,picker-3
-35,0,1,497,picker-3
-36,0,1,508,picker-3
-34,0,1,529,picker-3
-32,0,188,536,picker-1
-33,0,1,562,picker-3
-31,0,208,571,picker-1
-30,0,260,615,picker-1
-29,0,290,631,picker-1
-28,0,291,639,picker-2
-26,0,301,682,picker-1
-27,0,299,688,picker-2
-24,0,404,764,picker-2
-25,0,321,773,picker-1
-23,0,420,799,picker-2
-21,0,453,850,picker-2
-22,0,442,860,picker-2
-20,0,468,866,picker-3
-17,0,509,883,picker-3
-19,0,476,923,picker-3
-18,0,498,931,picker-3
-15,0,537,939,picker-1
-16,0,530,939,picker-3
-13,0,572,969,picker-1
-14,0,563,972,picker-3
-12,0,616,1041,picker-1
-11,0,632,1057,picker-1
-10,0,640,1068,picker-2
-9,0,683,1110,picker-1
-8,0,689,1127,picker-2
-3,0,861,1165,picker-2
-1,0,884,1169,picker-3
-6,0,774,1172,picker-1
-5,0,800,1182,picker-2
-7,0,765,1190,picker-2
-4,0,851,1198,picker-2
0,360,924,1201,picker-3
-2,0,867,1217,picker-3
1,360,932,1258,picker-3
2,360,940,1265,picker-1
4,480,970,1333,picker-1
3,360,940,1343,picker-3
6,540,1042,1343,picker-1
5,540,973,1355,picker-3
7,600,1058,1379,picker-1
8,600,1069,1483,picker-2
10,660,1128,1507,picker-2
9,600,1111,1528,picker-1
12,780,1170,1531,picker-3
13,900,1173,1537,picker-1
11,660,1166,1542,picker-2
14,960,1183,1608,picker-2
18,1020,1218,1614,picker-3
15,960,1191,1616,picker-2
16,960,1199,1624,picker-2
17,960,1202,1650,picker-3
20,1140,1266,1674,picker-1
19,1020,1259,1691,picker-3
21,1140,1334,1701,picker-1
22,1200,1344,1737,picker-1
23,1260,1344,1780,picker-3
24,1320,1356,1788,picker-3
